Run, Query, Loss, Time
1, 0, 94.608, 0.002
1, 1, 94.608, 0.684
1, 2, 94.608, 0.681
1, 3, 63.319, 46.995
1, 4, 63.319, 0.679
1, 5, 20.073, 0.667
1, 6, 20.073, 35.323
1, 7, 20.073, 0.667
1, 8, 20.073, 125.396
1, 9, 0.000, 0.667
1, 10, 0.000, 132.121
1, 11, 0.000, 0.666
1, 12, 0.000, 0.676
1, 13, 0.000, 241.402
1, 14, 0.000, 283.040
1, 15, 0.000, 0.670
1, 16, 0.000, 372.355
1, 17, 0.000, 0.672
1, 18, 0.000, 0.675
1, 19, 0.000, 0.668
1, 20, 0.000, 0.679
1, 21, 0.000, 0.668
1, 22, 0.000, 0.681
1, 23, 0.000, 0.664
1, 24, 0.000, 0.679
1, 25, 0.000, 0.668
1, 26, 0.000, 198.281
1, 27, 0.000, 0.674
1, 28, 0.000, 0.679
1, 29, 0.000, 0.665
1, 30, 0.000, 0.679
1, 31, 0.000, 0.670
1, 32, 0.000, 0.680
1, 33, 0.000, 0.664
1, 34, 0.000, 0.675
1, 35, 0.000, 0.666
1, 36, 0.000, 0.677
1, 37, 0.000, 0.667
1, 38, 0.000, 0.676
1, 39, 0.000, 0.669
1, 40, 0.000, 0.680
1, 41, 0.000, 0.667
1, 42, 0.000, 0.680
1, 43, 0.000, 1325.090
1, 44, 0.000, 0.680
1, 45, 0.000, 0.667
1, 46, 0.000, 0.681
1, 47, 0.000, 0.672
1, 48, 0.000, 0.680
1, 49, 0.000, 0.669
1, 50, 0.000, 0.680
1, 51, 0.000, 0.666
1, 52, 0.000, 0.680
1, 53, 0.000, 0.672
1, 54, 0.000, 0.680
1, 55, 0.000, 0.666
1, 56, 0.000, 1925.613
1, 57, 0.000, 0.673
1, 58, 0.000, 0.680
1, 59, 0.000, 0.668
1, 60, 0.000, 0.679
1, 61, 0.000, 0.669
1, 62, 0.000, 0.680
1, 63, 0.000, 0.666
1, 64, 0.000, 0.676
1, 65, 0.000, 0.669
1, 66, 0.000, 0.679
1, 67, 0.000, 0.671
1, 68, 0.000, 0.681
1, 69, 0.000, 0.666
1, 70, 0.000, 0.683
1, 71, 0.000, 279.797
1, 72, 0.000, 0.680
1, 73, 0.000, 0.667
1, 74, 0.000, 0.678
1, 75, 0.000, 0.669
1, 76, 0.000, 0.681
1, 77, 0.000, 0.670
1, 78, 0.000, 0.676
1, 79, 0.000, 0.667
1, 80, 0.000, 0.683
1, 81, 0.000, 0.668
1, 82, 0.000, 0.680
1, 83, 0.000, 0.669
1, 84, 0.000, 0.681
1, 85, 0.000, 0.667
1, 86, 0.000, 0.676
1, 87, 0.000, 0.665
1, 88, 0.000, 0.681
1, 89, 0.000, 0.669
1, 90, 0.000, 0.680
1, 91, 0.000, 0.665
1, 92, 0.000, 0.680
1, 93, 0.000, 0.668
1, 94, 0.000, 0.680
1, 95, 0.000, 0.669
1, 96, 0.000, 0.681
1, 97, 0.000, 0.668
1, 98, 0.000, 0.680
1, 99, 0.000, 0.669
1, 100, 0.000, 0.682
2, 0, 91.204, 0.002
2, 1, 164.423, 0.684
2, 2, 164.423, 0.677
2, 3, 164.423, 25.189
2, 4, 164.423, 0.673
2, 5, 77.075, 71.279
2, 6, 77.075, 0.678
2, 7, 77.075, 93.722
2, 8, 0.000, 0.679
2, 9, 0.000, 153.368
2, 10, 0.000, 0.680
2, 11, 0.000, 0.664
2, 12, 0.000, 0.681
2, 13, 0.000, 0.670
2, 14, 0.000, 0.678
2, 15, 0.000, 0.667
2, 16, 0.000, 0.679
2, 17, 0.000, 369.437
2, 18, 0.000, 0.681
2, 19, 0.000, 0.667
2, 20, 0.000, 0.679
2, 21, 0.000, 0.667
2, 22, 0.000, 0.677
2, 23, 0.000, 0.667
2, 24, 0.000, 0.680
2, 25, 0.000, 0.671
2, 26, 0.000, 730.293
2, 27, 0.000, 0.672
2, 28, 0.000, 0.681
2, 29, 0.000, 0.672
2, 30, 0.000, 0.676
2, 31, 0.000, 0.670
2, 32, 0.000, 171.227
2, 33, 0.000, 0.672
2, 34, 0.000, 0.677
2, 35, 0.000, 0.670
2, 36, 0.000, 0.680
2, 37, 0.000, 0.670
2, 38, 0.000, 0.683
2, 39, 0.000, 0.667
2, 40, 0.000, 0.680
2, 41, 0.000, 0.667
2, 42, 0.000, 0.680
2, 43, 0.000, 0.665
2, 44, 0.000, 0.680
2, 45, 0.000, 0.664
2, 46, 0.000, 0.681
2, 47, 0.000, 0.673
2, 48, 0.000, 0.678
2, 49, 0.000, 0.671
2, 50, 0.000, 0.679
2, 51, 0.000, 0.672
2, 52, 0.000, 0.679
2, 53, 0.000, 0.668
2, 54, 0.000, 86.178
2, 55, 0.000, 0.669
2, 56, 0.000, 0.682
2, 57, 0.000, 0.668
2, 58, 0.000, 0.677
2, 59, 0.000, 0.668
2, 60, 0.000, 0.681
2, 61, 0.000, 0.670
2, 62, 0.000, 0.682
2, 63, 0.000, 0.665
2, 64, 0.000, 0.679
2, 65, 0.000, 0.670
2, 66, 0.000, 0.678
2, 67, 0.000, 0.671
2, 68, 0.000, 0.680
2, 69, 0.000, 0.667
2, 70, 0.000, 0.678
2, 71, 0.000, 0.668
2, 72, 0.000, 0.682
2, 73, 0.000, 0.670
2, 74, 0.000, 0.680
2, 75, 0.000, 0.670
2, 76, 0.000, 0.682
2, 77, 0.000, 0.670
2, 78, 0.000, 0.680
2, 79, 0.000, 0.670
2, 80, 0.000, 0.682
2, 81, 0.000, 0.669
2, 82, 0.000, 0.679
2, 83, 0.000, 0.667
2, 84, 0.000, 0.681
2, 85, 0.000, 0.664
2, 86, 0.000, 0.679
2, 87, 0.000, 0.669
2, 88, 0.000, 0.679
2, 89, 0.000, 0.673
2, 90, 0.000, 0.682
2, 91, 0.000, 0.668
2, 92, 0.000, 0.681
2, 93, 0.000, 0.669
2, 94, 0.000, 0.680
2, 95, 0.000, 0.669
2, 96, 0.000, 0.679
2, 97, 0.000, 0.669
2, 98, 0.000, 0.680
2, 99, 0.000, 0.665
2, 100, 0.000, 0.682
3, 0, 98.454, 0.002
3, 1, 3.765, 0.685
3, 2, 3.765, 0.681
3, 3, 3.765, 22.229
3, 4, 0.000, 0.676
3, 5, 0.000, 0.666
3, 6, 0.000, 32.774
3, 7, 0.000, 0.664
3, 8, 0.000, 0.677
3, 9, 0.000, 0.666
3, 10, 0.000, 0.674
3, 11, 0.000, 45.370
3, 12, 0.000, 0.675
3, 13, 0.000, 0.667
3, 14, 0.000, 0.675
3, 15, 0.000, 0.666
3, 16, 0.000, 0.675
3, 17, 0.000, 381.845
3, 18, 0.000, 0.679
3, 19, 0.000, 0.667
3, 20, 0.000, 0.677
3, 21, 0.000, 0.666
3, 22, 0.000, 0.679
3, 23, 0.000, 63.860
3, 24, 0.000, 0.676
3, 25, 0.000, 0.671
3, 26, 0.000, 0.677
3, 27, 0.000, 0.665
3, 28, 0.000, 0.682
3, 29, 0.000, 0.668
3, 30, 0.000, 0.679
3, 31, 0.000, 0.661
3, 32, 0.000, 0.680
3, 33, 0.000, 992.264
3, 34, 0.000, 0.678
3, 35, 0.000, 0.665
3, 36, 0.000, 0.681
3, 37, 0.000, 0.670
3, 38, 0.000, 0.678
3, 39, 0.000, 0.668
3, 40, 0.000, 0.678
3, 41, 0.000, 0.666
3, 42, 0.000, 1371.077
3, 43, 0.000, 0.672
3, 44, 0.000, 0.680
3, 45, 0.000, 0.667
3, 46, 0.000, 0.682
3, 47, 0.000, 0.668
3, 48, 0.000, 0.684
3, 49, 0.000, 191.788
3, 50, 0.000, 0.681
3, 51, 0.000, 0.671
3, 52, 0.000, 0.679
3, 53, 0.000, 0.665
3, 54, 0.000, 0.681
3, 55, 0.000, 0.669
3, 56, 0.000, 0.677
3, 57, 0.000, 0.671
3, 58, 0.000, 0.680
3, 59, 0.000, 0.666
3, 60, 0.000, 0.682
3, 61, 0.000, 0.670
3, 62, 0.000, 0.679
