25.218,17.32,17.361,29.087
22.92,9.5944,13.975,18.253
15.566,33.463,19.946,17.504
37.557,25.081,14.282,7.7636
17.014,32.931,22.54,26.674
14.021,25.537,20.766,34.877
22.282,34.077,5.1905,34.129
27.028,13.399,20.013,23.204
9.5602,13.21,34.155,32.392
21.245,22.85,33.077,29.152
31.013,27.783,14.071,27.823
24.957,20.598,33.702,30.935
24.473,8.4329,30.204,19.488
26.98,33.855,37.332,22.657
24.994,27.907,33.192,33.116
25.996,19.458,22.777,14.052
30.671,23.464,11.633,34.114
15.952,31.023,18.505,29.605
26.035,20.89,22.119,37.101
33.166,18.545,24.881,20.3
19.346,22.584,26.642,31.243
26.419,18.755,20.633,26.794
34.824,27.584,21.952,27.541
42.295,28.068,28.923,41.462
31.325,15.579,36.08,17.902
33.462,24.655,20.865,5.918
-5.316,37.361,20.997,30.793
37.012,35.037,27.666,21.805
21.598,26.806,40.257,32.472
19.366,38.258,10.099,30.994
37.337,24.847,49.46,39.709
30.689,22.516,17.973,23.6
13.797,34.247,30.616,39.259
29.18,27.952,3.5627,17.922
25.368,36.896,25.29,26.046
10.755,14.82,1.4531,36.136
30.332,40.201,31.487,10.759
16.548,27.53,29.651,26.197
20.54,31.788,15.332,34.003
16.491,28.063,19.037,27.193
17.911,34.613,17.156,21.667
28.967,12.617,15.194,43.193
25.606,34.205,31.499,29.22
21.181,8.7536,23.279,20.741
21.754,31.539,22.945,16.655
28.05,27.249,22.604,27.291
15.417,11.743,48.77,26.411
26.451,29.205,27.225,16.473
20.649,29.726,36.366,19.306
20.055,26.695,29.329,28.461
41.67,25.084,22.311,13.216
22.935,22.9,25.675,13.64
27.788,21.145,23.979,13.241
23.845,31.315,8.0787,24.162
18.275,11.509,17.769,20.839
26.549,20.091,12.678,11.496
22.759,17.456,17.223,29.462
14.845,37.099,5.891,15.343
34.847,31.763,21.4,26.568
39.508,25.25,22.805,16.473
16.916,27.383,6.5284,26.757
31.326,10.732,18.931,13.504
27.084,43.878,30.203,24.695
25.703,17.298,21.557,36.957
29.11,28.54,15.689,14.003
12.027,21.309,27.929,24.268
36.052,33.583,21.769,24.593
27.664,35.386,29.638,14.945
29.414,16.313,27.141,25.801
47.101,28.522,26.598,23.993
5.6022,20.35,46.523,26.816
38.522,27.876,34.371,24.813
19.67,24.777,29.122,29.197
24.673,17.023,15.074,30.206
27.004,14.631,44.542,30.552
11.674,9.6857,17.047,22.277
26.494,25.261,16.921,31.271
30.306,7.9555,23.396,24.855
25.672,29.295,15.225,15.462
16.528,15.99,7.148,25.24
12.485,31.471,32.803,26.792
32.397,33.079,39.73,21.254
23.618,20.9,23.539,32.967
17.629,21.531,14.162,28.535
19.767,28.749,27.596,24.433
18.837,19.051,40.485,17.175
22.246,35.2,28.661,23.356
32.917,36.206,25.072,18.981
21.466,39.008,25.803,14.182
29.904,35.648,21.75,19.255
17.204,13.84,19.162,40.521
28.241,30.238,26.939,15.829
25.298,20.721,12.94,19.658
18.521,24.552,21.172,28.969
25.243,40.642,17.309,27.537
22.785,20.923,31.725,25.244
26.692,14.018,23.16,34.497
16.314,32.806,20.53,17.89
37.973,34.183,38.933,34.971
26.571,30.338,17.288,37.387
