20.191,18.414,35.995,14.458,30.261,24.684,12.188,14.466,22.538
27.708,30.609,27.53,36.541,15.859,22.735,17.964,24.038,40.658
23.805,23.181,38.916,12.031,18.127,26.734,3.7358,25.463,22.726
19.848,28.758,17.496,25.747,29.938,15.334,28.686,35.714,20.356
25.666,39.949,36.986,24.54,23.006,20.495,17.654,26.365,19.771
20.735,17.376,25.517,21.809,23.328,20.115,23.51,31.8,6.5367
38,28.444,35.438,30.531,12.202,23.156,15.85,21.083,36.268
23.672,39.126,17.829,29.079,33.021,32.575,20.122,33.042,30.218
29.052,42.449,17.688,34.332,39.349,13.413,17.698,24.145,23.164
38.819,23.88,13.681,23.773,20.523,31.317,28.428,21.923,38.114
47.106,27.642,33.689,26.49,15.097,35.309,20.989,15.1,33.197
23.894,18.234,24.158,36.725,22.812,28.299,24.96,15.058,16.991
31.758,17.726,9.0508,21.813,24.362,4.5093,29.581,32.045,16.593
40.705,27.34,35.819,34.078,20.321,27.106,26.005,32.522,23.945
24.383,17.866,17.14,23.292,24.282,23.45,27.955,17.709,35.901
13.131,19.478,26.799,30.513,3.4632,24.536,13.362,27.965,33.781
14.663,14.518,29.788,26.807,29.009,25.93,28.097,19.023,23.237
24.105,37.285,25.806,33.77,22.697,33.74,43.586,26.346,29.377
22.754,14.82,35.333,11.979,26.382,23.661,24.924,28.72,24.066
20.242,28.307,18.035,38.006,28.56,28.843,25.876,25.651,28.39
24.261,32.036,16.537,20.253,30.381,32.857,20.437,35.269,35.229
24.692,32.812,33.542,13.969,22.669,23.396,27.915,22.828,15.215
32.403,11.988,25.407,20.867,29.389,25.57,19,18.641,25.309
31.93,37.138,9.5637,31.138,21.231,14.459,23.859,39.988,27.158
21.073,45.656,19.815,21.687,27.544,45.679,21.242,21.073,33.067
21.922,26.242,32.374,19.655,24.425,19.693,21.003,15.15,33.831
24.777,19.833,35.305,5.359,29.444,30.034,23.644,31.719,20.186
40.106,41.52,19.771,14.548,34.314,36.351,21.601,36.461,27.647
19.266,33.118,15.075,30.925,24.333,33.762,36.848,29.668,22.749
20.835,21.492,27.9,28.475,29.41,14.54,24.048,20.403,34.235
27.843,27.228,35.27,29.724,15.974,33.826,22.634,25.516,25.309
25.975,3.7491,21.086,16.855,16.876,19.769,24.768,37.433,25.074
26.383,21.058,9.6253,28.274,27.214,43.746,21.943,20.876,20.94
22.307,31.98,21.073,40.468,31.965,19.541,14.289,24.16,18.442
23.027,37.372,30.752,35.423,29.372,23.762,30.681,12.394,18.141
27.964,36.677,20.096,36.399,12.671,22.169,19.985,26.437,33.026
17.435,30.927,18.35,36.439,37.073,27.863,25.526,26.99,32.152
36.72,33.509,21.047,26.077,19.274,23.083,19.714,14.111,41.809
29.564,20.442,25.429,34.821,27.319,27.318,33.868,29.742,29.119
14.905,18.612,20.846,30.376,23.232,31.154,29.832,12.684,8.602
19.075,35.979,18.182,31.1,29.609,25.388,39.583,19.654,23.443
28.575,24.73,19.524,22.009,48.406,29.928,23.423,12.046,30.505
22.037,38.898,28.542,26.384,20.793,24.471,28.436,34.958,41.674
23.601,13.661,30.433,35.352,29.032,24.106,12.712,27.579,31.549
20.682,25.916,39.61,17.965,25.11,24.567,32.074,3.7123,24.47
28.408,32.461,23.759,19.61,25.334,28.497,30.144,25.955,22.65
30.617,20.784,40.737,23.759,22.321,26.809,20.646,23.538,20.528
13.161,28.623,21.726,37.592,40.323,21.242,21.629,23.857,17.932
26.477,32.45,26.802,20.22,33.686,49.973,10.752,35.993,31.858
33.872,22.963,19.493,25.378,21.118,31.268,36.915,26.234,23.57
32.784,9.9121,22.112,27.91,15.129,13.09,29.795,22.473,30.247
31.95,30.125,12.609,22.646,30.669,15.307,24.546,24.188,30.446
27.137,23.513,24.176,22.066,12.882,23.024,33.03,41.06,20.058
24.786,12.649,31.687,21.562,23.023,19.303,32.446,38.339,32.186
36.592,31.236,22.655,37.349,34.124,30.415,19.638,11.147,18.13
39.715,31.682,21.988,18.629,34.174,37.394,25.647,26.19,24.945
9.6147,23.196,39.847,26.148,22.585,26.235,32.43,19.099,30.64
18.949,2.6657,33.205,27.723,13.332,26.983,22.966,19.203,25.491
25.172,19.971,11.691,5.0777,24.922,13.553,25.76,10.158,17.418
29.694,12.601,24.451,19.442,30.222,34.75,26.303,30.376,30.339
25.835,38.789,21.211,25.534,32.086,36.763,32.123,37.339,27.294
26.044,25.385,35.168,33.543,25.089,23.1,22.083,22.182,22.642
14.19,21.028,9.6892,16.184,25.792,6.6633,29.606,25.985,7.3809
30.538,27.878,29.596,21.315,18.067,9.8571,24.959,17.478,22.243
10.958,26.317,20.604,19.925,25.822,31.386,23.324,39.898,29.057
16.144,21.06,26.259,16.925,20.471,27.921,26.933,25.445,21.637
30.039,23.913,17.826,18.043,28.277,25.36,23.084,14.85,37.658
32.903,23.078,28.084,20.272,24.206,29.792,23.885,28.519,20.713
38.062,32.123,32.907,43.234,33.713,33.606,22.929,26.08,7.1526
26.684,21.806,21.237,19.862,28.639,28.105,39.372,23.639,19.065
37.496,22.356,20.256,27.54,21.319,23.151,27.813,18.583,21.504
11.555,23.726,14.542,22.422,28.606,41.323,30.542,33.738,28.535
38.489,33.255,16.424,25.658,11.033,8.2664,26.705,22.679,25.993
27.064,27.013,29.011,25.374,29.684,30.768,20.301,28.018,25.02
16.055,6.6092,17.716,13.947,22.047,23.181,20.285,12.08,22.687
28.024,25.798,11.605,27.882,18.974,25.577,25.138,19.529,12.982
17.885,28.378,28.402,42.018,4.7783,24.258,28.035,29.065,36.623
35.71,32.543,-2.98,34.031,37.301,20.376,14.883,18.677,17.063
28.86,39.604,24.132,20.171,31.885,30.829,19.685,16.843,32.771
16.475,24.993,37.267,29.957,9.1203,22.922,21.882,32.615,34.979
16.451,17.447,25.999,18.003,32.413,15.008,28.726,26.072,42.913
19.934,20.223,27.828,26.09,17.707,19.345,21.049,13.01,20.761
22.058,26.808,20.591,28.959,22.032,37.81,17.73,17.284,36.618
17.55,13.443,28.902,28.027,24.287,27.767,27.668,26.172,41.021
37.156,25.327,17.263,19.572,20.753,28.791,25.284,23.322,34.847
16.162,34.09,33.052,33.546,15.092,19.487,25.887,11.503,25.08
41.811,13.685,8.0633,19.593,31.759,28.363,12.483,18.756,38.753
23.252,18.681,23.391,31.785,27.08,25.378,12.526,19.517,25.513
27.476,39.387,20.365,40.188,29.303,24.728,17.546,8.8345,23.551
37.273,16.368,29.283,28.385,32.566,22.858,31.437,9.075,35.382
22.324,19.34,21.494,22.12,19.324,39.514,3.2925,34.116,46.096
-3.4249,37.575,31.011,20.476,26.041,31.547,22.256,42.037,31.656
37.873,27.797,36.394,31.987,31.487,17.243,26.425,14.687,23.578
19.128,35.076,25.395,36.188,24.164,26.412,9.056,40.529,32.811
18.938,15.437,33.83,32.866,27.991,27.701,27.763,18.449,12.519
22.697,26.418,20.285,33.973,22.618,16.112,18.975,41.536,42.341
52.113,25.693,27.474,27.625,35.718,20.676,29.167,22.569,15.057
20.647,22.795,19.936,39.806,33.009,21.192,27.269,32.033,33.09
27.803,27.367,30.039,31.508,24.951,27.744,25.304,14.354,45.537
22.631,30.478,37.37,37.774,17.719,31.347,49.004,33.098,30.692
