14.856,10.507,0,0,0,0,0,0,18.194,0,0,0,0,0,10.591,0
0,0,33.37,0,0,0,23.734,0,0,0,36.379,0,0,23.285,0,0
0,0,0,24.554,0,0,0,0,17.087,0,0,35.676,21.547,0,0,0
0,0,0,0,0,34.309,0,25.618,0,20.417,0,30.652,0,0,0,0
0,0,16.584,19.116,0,31.302,0,0,22.4,0,0,0,0,0,0,0
0,0,0,16.909,0,0,0,0,0,19.198,0,21.314,0,18.448,0,0
0,0,0,19.303,0,0,0,15.923,0,0,0,0,0,20.167,0,25.383
0,0,0,0,0,0,0,0,0,20.316,27.358,0,23.362,0,12.661,0
0,0,0,36.634,0,0,0,0,0,28.917,0,21.09,27.543,0,0,0
0,0,0,0,0,22.978,0,0,0,0,0,22.733,27.124,25.016,0,0
0,0,0,0,20.927,0,0,0,15.752,0,33.405,0,31.451,0,0,0
0,0,0,0,28.638,0,27.945,0,17.751,0,0,0,21.274,0,0,0
0,0,0,0,0,31.901,0,0,0,12.706,0,0,13.288,0,25.972,0
0,0,38.215,0,0,0,0,0,0,15.188,0,0,0,28.533,33.676,0
0,0,0,0,0,0,18.74,0,0,0,31.255,0,0,0,30.314,10.136
0,0,0,0,0,0,0,24.746,0,0,19.847,0,0,33.242,27.551,0
27.862,0,0,0,0,0,0,0,25.569,0,0,0,0,16.994,31.38,0
0,0,0,0,0,32.559,0,6.6562,9.1714,0,0,0,0,0,0,15.902
0,0,13.304,0,0,0,0,0,0,0,0,24.768,32.422,0,40.149,0
0,0,19.163,0,0,0,0,0,0,0,28.41,0,19.389,25.139,0,0
43.155,0,35.224,0,28.106,0,0,0,0,0,0,0,0,0,9.8511,0
0,39.978,33.118,0,0,0,0,0,0,0,0,0,-2.0774,31.051,0,0
0,0,0,0,0,0,35.361,0,0,0,3.6853,10.469,0,0,22.272,0
0,0,0,0,0,0,17.881,25.547,24.977,0,0,0,0,0,26.083,0
0,0,0,0,25.037,0,0,0,0,0,0,20.205,0,3.401,20.682,0
0,0,0,0,19.948,27.808,0,0,23.932,28.299,0,0,0,0,0,0
26.538,0,0,0,0,22.796,0,0,35.949,0,0,0,0,0,0,32.278
20.61,26.794,26.959,0,0,0,0,0,0,0,0,0,0,0,17.765,0
0,0,0,14.702,0,0,0,0,0,0,14.475,0,0,19.279,0,11.052
0,0,0,0,39.609,0,0,0,22.669,0,0,41.698,27.709,0,0,0
0,8.392,0,0,0,0,0,0,35.882,0,0,0,0,26.178,0,29.589
0,0,0,0,0,0,52.077,0,23.402,0,14.351,0,0,0,28.902,0
0,21.103,0,36.521,0,0,0,0,0,0,0,15.669,0,22.809,0,0
0,22.985,0,0,25.018,0,0,0,0,0,0,28.616,0,0,0,35.494
0,0,22.358,0,0,0,0,12.272,20.645,0,13.003,0,0,0,0,0
0,0,0,26.114,25.192,0,24.035,0,0,0,0,0,0,38.776,0,0
0,23.632,0,0,0,0,0,0,0,0,0,0,27.39,0,37.371,33.179
22.587,0,0,0,0,0,0,40.877,0,0,0,0,0,0,18.178,34.647
38.879,0,0,22.85,0,0,0,0,0,0,0,0,0,33.451,28.557,0
23.664,18.076,30.287,0,0,0,0,0,0,0,24.632,0,0,0,0,0
20.04,0,0,0,0,0,0,0,37.281,0,0,0,17.168,23.417,0,0
0,36.04,23.952,27.688,0,0,0,0,0,0,22.389,0,0,0,0,0
0,0,0,0,0,41.538,0,0,8.2888,0,0,33.227,0,36.146,0,0
0,0,0,0,0,0,36.816,27.022,0,0,0,0,30.052,0,0,17.375
0,20.204,0,0,0,0,0,0,0,0,0,0,36.117,19.661,0,30.329
0,0,0,0,19.36,0,24.372,0,0,0,39.654,0,0,4.3366,0,0
0,0,27.783,0,0,26.048,0,0,0,0,0,35.768,-0.30096,0,0,0
21.199,24.773,0,0,0,39.266,0,0,7.9128,0,0,0,0,0,0,0
13.277,0,0,12.387,0,0,0,0,0,0,0,26.633,37.47,0,0,0
0,13.795,0,0,29.123,21.862,0,35.361,0,0,0,0,0,0,0,0
0,0,20.509,0,0,0,0,0,0,0,0,19.338,0,15.508,0,32.092
24.404,0,0,0,0,0,0,0,19.116,0,27.213,0,15.618,0,0,0
0,0,0,0,21.357,0,27.23,16.254,0,0,0,0,0,0,0,13.549
0,21.277,0,11.447,0,11.899,0,0,0,0,0,0,0,0,28.787,0
0,19.61,46.506,0,0,0,0,0,25.265,0,0,0,0,0,0,18.583
0,0,0,27.66,0,0,15.2,0,13.404,21.005,0,0,0,0,0,0
0,0,0,29.054,0,34.337,0,0,0,0,13.593,0,0,0,15.12,0
0,0,9.7735,0,0,0,0,37.121,0,0,0,20.683,0,15.212,0,0
0,0,0,0,0,0,25.458,30.567,0,0,0,14.84,23.946,0,0,0
0,0,0,0,28.525,39.196,0,38.52,0,20.622,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,27.021,21.292,21.437,0,0,0,17.326
0,19.968,0,36.309,0,0,0,25.952,0,0,0,0,0,23.864,0,0
0,36.731,23.855,0,26.535,0,0,0,0,34.901,0,0,0,0,0,0
9.8674,0,21.489,0,0,0,0,0,46.58,0,0,0,0,0,29.934,0
0,49.138,0,40.898,29.27,0,0,0,0,0,0,0,0,0,0,21.323
0,19.158,0,0,0,0,0,0,0,0,0,0,29.845,0,23.399,25.882
0,0,21.889,0,0,0,0,27.166,0,0,0,0,29.211,0,0,16.102
0,0,0,15.409,0,0,12.668,0,0,0,21.203,0,0,0,3.4506,0
24.077,0,0,0,20.747,0,0,20.505,0,0,0,0,0,0,0,25.524
0,0,0,19.055,0,0,38.068,0,0,0,0,23.852,0,0,23.485,0
0,0,26.253,0,25.481,0,0,0,0,0,0,15,0,0,0,31.224
0,0,0,0,0,0,12.713,0,0,0,0,0,13.449,23.196,20.104,0
0,0,0,20.864,0,0,0,0,16.354,0,0,0,0,19.211,21.953,0
0,0,0,15.235,0,26.311,0,29.535,0,0,0,0,0,0,28.93,0
0,0,0,0,0,0,45.923,14.426,0,25.703,0,0,0,20.386,0,0
0,0,0,0,32.38,0,0,0,0,14.819,14.869,0,0,0,16.814,0
0,0,0,0,0,0,22.189,0,0,0,0,25.763,0,15.616,39.101,0
23.947,8.1383,0,0,23.135,0,0,0,0,0,0,0,0,0,0,22.959
0,0,0,36.624,25.931,0,0,0,0,0,0,34.819,0,0,0,29.459
20.147,13.125,0,0,0,0,0,0,0,30.026,0,30.654,0,0,0,0
0,0,19.022,0,0,0,0,27.118,0,0,24.279,0,0,0,0,35.669
0,0,0,0,34.904,28.475,14.871,0,0,0,22.754,0,0,0,0,0
0,24.716,0,0,0,20.107,0,0,21.231,0,0,0,19.878,0,0,0
0,0,43.645,0,0,0,0,0,0,0,29.897,0,29.318,0,32.367,0
0,0,0,0,0,37.141,34.823,0,26.064,0,0,0,0,20.816,0,0
0,27.365,0,0,20.158,0,0,0,0,0,0,0,21.44,0,0,32.504
30.995,0,0,0,0,0,0,0,0,29.027,0,21.965,0,15.62,0,0
0,0,0,0,0,18.944,0,0,23.847,25.073,0,0,7.0646,0,0,0
28.321,0,0,0,0,0,0,0,34.35,40.014,39.89,0,0,0,0,0
30.124,0,0,0,0,0,0,0,0,0,0,0,25.17,35.123,0,37.448
