94.608,0,0,0,0,0,0,0,1.9113,63.319,0,43.246,0,0,0,0
0,0,91.035,0,0,0,0,0,0,77.075,0,0,0,0,87.348,87.179
0,0,0,0,0,0,94.689,98.454,0,63.165,17.089,0,0,0,0,0
0,0,0,0,0,0,66.406,0,46.427,0,68.421,0,30.297,0,0,0
0,24.752,49.39,28.569,0,6.8711,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,91.443,23.262,0,0,35.387,0,0,0,0,1.4945
0,87.126,0,0,0,0,74.319,0,0,0,0,0,0,66.926,68.46,0
0,0,0,16.513,0,0,0,0,0,0,0,33.931,0,0,25.531,90.778
4.4549,43.823,0,0,0,0,0,0,0,0,21.511,0,48.23,0,0,0
55.958,90.874,31.103,0,0,0,0,0,0,0,0,21.765,0,0,0,0
0,23.64,10.073,0,0,0,0,90.818,0,0,57.545,0,0,0,0,0
0,0,0,0,0,0,91.596,0,26.106,34.964,0,0,0,0,0,87.748
0,0,68.867,42.165,0,0,0,0,0,0,0,0,35.839,0,27.085,0
0,0,0,0,0,0,0,0,4.1407,0,0,0,0,97.022,65.852,46.308
62.162,0,0,0,0,0,0,0,0,71.991,0,84.97,0,0,0,48.129
0,37.639,0,0,0,0,0,20.656,0,61.945,0,0,0,80.724,0,0
0,0,0,7.3044,0,0,50.987,0,0,0,0,40.855,0,0,42.643,0
0,0,0,28.051,20.877,0,0,0,0,0,0,0,0,25.243,0,77.64
0,62.114,79.754,0,0,83.621,0,0,0,0,0,0,0,22.372,0,0
0,0,0,0,0,43.241,0,82.586,41.243,0,0,0,3.5722,0,0,0
0,0,0,0,0,41.773,6.0917,0,0,0,0,59.624,0,0,56.313,0
0,0,0,0,0,0,0,0,9.3189,0,77.095,0,85.499,42.513,0,0
0,62.993,0,0,0,0,0,0,0,14.799,9.8624,0,0,30.746,0,0
0,17.734,0,0,0,19.578,0,0,96.426,0,0,0,0,0,91.6,0
0,0,47.316,0,14.902,0,0,29.105,65.53,0,0,0,0,0,0,0
52.495,10.361,0,0,0,0,49.977,0,90.848,0,0,0,0,0,0,0
0,0,0,0,0,48.626,0,0,0,0,40.329,78.228,75.94,0,0,0
0,0,12.969,0,0,0,0,0,60.749,0,76.316,0,0,0,0,87.985
0,0,0,22.624,0,0,68.384,33.428,0,0,0,64.443,0,0,0,0
0,0,27.724,15.366,0,0,86.382,0,0,0,0,0,47.209,0,0,0
0,0,0,2.1321,0,39.507,0,0,0,35.188,10.478,0,0,0,0,0
0,26.515,0,0,0,59.161,0,0,0,0,89.551,0,25.642,0,0,0
0,59.506,0,0,18.281,0,27.487,52.732,0,0,0,0,0,0,0,0
0,0,68.279,0,0,37.487,17.259,0,0,0,0,0,0,48.846,0,0
49.732,0,0,0,61.641,0,0,0,0,0,0,36.633,74.256,0,0,0
56.121,0,0,0,0,85.634,0,0,0,0,0,86.625,0,0,0,84.61
0,0,0,50.545,0,0,8.6693,72.694,41.608,0,0,0,0,0,0,0
0,0,0,0,50.167,0,0,98.442,0,0,32.163,0,0,0,17.216,0
36.155,24.882,0,0,0,0,35.219,0,0,0,0,0,0,0,0,11.701
0,0,68.633,76.536,0,0,75.788,0,0,0,0,0,0,0,97.913,0
75.938,0,23.104,0,0,0,0,0,0,0,56.467,0,0,0,30.867,0
63.09,0,0,0,0,0,0,0,0,21.317,0,54.485,44.6,0,0,0
0,0,0,90.285,0,0,0,0,26.406,29.007,0,0,0,0,60.864,0
27.586,0,0,0,0,0,0,16.135,0,0,0,0,0,16.093,5.37,0
0,84.687,0,72.58,0,0,0,0,0,81.915,0,0,0,0,45.527,0
0,0,0,0,0,0,0,0,82.609,0,1.5095,0,85.332,0,0,33.426
0,0,0,0,57.209,80.718,41.747,0,0,0,0,0,15.968,0,0,0
0,45.105,0,0,31.115,0,0,0,0,0,15.395,0,0,45.404,0,0
0,0,0,0,0,97.866,0,0,0,0,27.783,60.707,0,82.991,0,0
