15.699,0,0,29.38,0,18.468,6.1107,0,19.446,0,0,0,0,0,26.765,0,0,0,0,0,0,25.18,0,31.321,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,42.174,0,0,0,0,0,0,39.888,15.6,30.533,24.328,0,0,19.573,0,0,18.505,31.7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,20.515,35.325,0,0,0,0,0,0,0,22.57,0,0,26.18,0,0,22.082,0,0,0,28.475,0,0,22.313,21.074,0,0,0,0
0,0,0,0,0,0,0,0,22.936,0,0,22.004,0,0,0,0,0,18.562,0,0,0,0,34.532,0,0,28.372,0,0,23.994,0,22.812,0,0,18.129,0,0
0,24.555,0,0,0,0,14.073,0,0,0,0,0,0,20.83,0,5.6501,0,0,0,0,0,0,28.486,0,18.746,0,0,0,0,0,18.351,0,41.858,0,0,0
34.482,0,0,0,0,11.924,0,0,20.236,0,0,0,0,0,0,0,0,29.882,22.856,0,0,0,21.858,0,0,0,0,26.722,0,0,0,0,0,39.562,0,0
0,0,0,35.862,0,0,0,30.784,19.428,0,0,0,37.467,0,0,0,0,16.532,0,0,0,0,17.117,0,0,0,0,0,0,38.183,0,20.673,0,0,0,0
0,0,0,0,0,32.714,0,0,0,0,0,11.176,26.034,0,0,0,0,21.892,0,14.612,23.668,0,0,0,0,28.113,0,0,0,22.177,0,0,0,0,0,0
13.033,0,0,0,0,0,0,0,0,0,0,0,0,29.764,0,0,29.26,0,0,0,34.591,0,0,26.413,0,10.563,27.549,25.504,0,0,0,0,0,0,0,0
22.895,0,0,20.743,0,0,0,16.733,0,28.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.817,28.021,12.619,0,0,0,0,0,0,27.994
0,19.866,0,0,0,0,0,0,0,0,24.552,0,0,0,11.022,0,19.088,0,0,0,33.272,0,0,0,0,22.786,0,0,0,26.166,0,0,33.076,0,0,0
0,0,0,17.858,0,0,0,0,40.262,0,22.407,0,9.3155,0,0,28.846,0,0,0,0,0,19.334,0,0,0,23.834,0,0,0,0,0,0,0,0,0,17.955
0,0,14.289,0,0,25.873,0,0,0,0,0,10.538,0,36.759,0,0,0,0,0,0,0,0,29.033,0,0,0,0,29.317,0,0,0,25.281,31.66,0,0,0
14.97,6.1244,0,0,39.52,0,0,0,37.391,31.878,0,0,0,0,25.009,30.676,0,0,0,0,0,0,0,0,0,0,27.268,0,0,0,0,0,0,0,0,0
0,0,0,18.65,0,27.222,0,0,0,9.9074,0,0,0,0,0,0,0,0,0,0,0,21.112,0,32.114,0,0,0,5.9053,21.912,20.027,0,0,0,0,0,0
0,7.0348,0,0,0,0,0,17.066,0,0,0,0,0,30.338,0,0,0,27.917,0,0,21.065,0,0,0,0,24.743,0,0,30.116,0,0,0,0,0,0,13.416
31.313,0,20.046,30.501,0,0,35.847,0,0,0,0,22.189,0,0,32.119,0,0,16.911,0,0,0,0,13.054,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,23.045,27.524,0,0,29.955,0,0,0,0,0,0,0,0,0,0,26.018,0,35.398,22.068,11.526,0,0,0,0,0,21.439,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.986,28.972,0,0,0,0,0,26.064,0,24.919,0,0,28.392,0,0,25.903,0,38.71,17.324,0,0
0,0,0,0,0,18.058,0,20.02,19.902,0,0,0,0,0,30.811,32.198,0,0,0,0,0,0,0,0,28.469,0,0,33.719,0,0,31.583,0,0,0,0,0
0,0,14.697,0,0,0,18.041,0,0,0,0,0,0,0,32.002,0,0,0,0,0,0,0,0,32.291,0,0,0,0,29.234,0,0,29.21,0,0,29.221,26.858
0,21.065,33.509,0,19.824,0,0,0,0,0,32.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.287,39.886,0,20.895,0,0,29.557,0,0
29.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.939,0,0,18.794,0,0,33.891,28.59,0,0,19.422,0,0,28.176,0,0,33.715,0,0,0,0
0,0,26.079,28.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.58,0,0,0,0,0,24.098,19.981,31.713,0,0,46.476,0,28.322,0,0,0
20.823,0,3.2469,29.678,0,19.568,0,14.833,0,16.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.043,0,0,0,26.256,0,0
23.633,0,0,0,15.714,0,30.644,0,0,15.314,0,0,25.849,0,0,0,0,0,0,0,0,0,22.066,0,0,7.7613,28.73,0,0,0,0,0,0,0,0,0
0,0,25.409,0,0,0,0,0,0,32.082,0,0,27.618,0,0,0,0,0,23.391,0,0,0,34.793,0,0,0,0,0,35.464,0,0,0,23.92,0,0,27.628
27.717,0,0,17.918,0,0,21.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.698,40.476,0,27.23,0,0,0,0,21.18,0,0,0,27.367,0,0
0,25.124,25.885,11.054,0,0,30.531,0,0,0,0,0,0,0,0,0,0,0,17.452,0,0,0,0,0,0,0,0,0,0,0,16.334,23.693,19.015,0,0,0
0,0,0,0,0,0,14.077,0,0,0,0,21.07,0,0,0,0,0,0,0,0,0,10.535,37.88,0,28.004,0,23.61,0,0,0,15.962,0,0,0,19.704,0
0,0,0,24.337,17.462,0,0,0,0,15.147,0,0,0,0,0,0,21.266,19.42,0,16.683,0,0,0,0,0,0,0,0,0,0,0,0,27.736,0,0,17.599
0,0,0,0,0,0,0,0,0,0,0,20.223,0,0,0,0,0,0,26.333,0,12.908,0,0,0,25.589,0,0,32.943,0,30.918,0,0,0,26.994,0,20.652
0,0,0,0,0,11.246,0,0,0,0,0,0,0,0,0,28.25,0,0,0,40.854,0,0,26.436,0,31.527,0,0,21.891,0,0,22.794,25.547,0,0,0,0
0,26.012,19.36,0,0,0,28.101,0,14.283,0,0,0,0,0,0,7.1563,0,0,0,25.784,0,0,0,0,0,12.165,0,0,0,0,0,0,0,0,34.82,0
31.825,0,0,0,19.598,0,0,0,0,33.061,0,0,0,0,0,0,0,29.61,0,0,0,0,0,28.096,0,0,20.184,0,0,0,0,31.696,0,0,0,29.944
0,0,0,0,0,29.501,0,0,26.452,0,22.795,0,0,34.291,25.381,0,0,0,0,0,0,0,0,0,0,0,14.613,11.01,40.748,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.303,0,16.52,0,0,24.108,0,0,0,0,0,20.322,0,0,0,16.381,0,0,0,17.442,36.224,29.372
0,18.684,22.199,0,0,13.784,0,0,15.423,0,0,0,0,0,20.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.861,0,0,46.585,0,21.734,0
0,0,0,0,0,0,22.574,0,29.376,0,0,0,0,0,0,0,0,0,0,0,13.024,0,0,0,0,37.481,30.356,27.644,0,33.279,0,0,27.683,0,0,0
0,32.838,0,0,0,0,0,49.35,0,0,0,0,0,0,0,21.366,0,0,0,0,0,0,0,15.8,10.936,0,0,0,0,28.234,0,0,16.994,0,34.728,0
0,0,0,31.374,0,0,14.919,0,0,0,10.726,0,0,0,0,0,31.955,0,0,0,0,0,0,37.807,0,0,0,0,0,41.298,0,0,20.844,0,0,20.301
0,23.895,0,0,0,0,22.962,0,0,34.289,0,0,0,0,0,0,0,0,0,0,18.154,23.645,0,0,0,0,0,21.163,11.671,0,0,24.199,0,0,0,0
0,40.169,26.556,0,0,0,0,0,0,27.1,0,0,26.369,0,0,0,23.068,0,0,0,0,0,0,11.537,0,0,0,0,0,0,0,38.899,0,20.014,0,0
0,0,0,0,24.39,0,0,0,0,0,12.163,0,30.773,0,0,0,0,0,28.531,0,0,0,0,14.479,0,31.256,23.608,0,0,18.484,0,0,0,0,0,0
0,26.686,0,0,0,0,0,14.213,0,0,0,30.7,0,0,0,0,28.761,0,0,31.657,0,26.487,0,0,0,0,0,0,21.826,0,0,0,0,0,0,30.998
