0,0,0,9.8917,72.198,0,0,0,0,0,0,65.36,93.81,15.976,44.204,0,0,0,0,0,0,0,42.774,37.59,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,76.35,50.579,0,0,0,0,0,0,91.277,0,0,0,84.441,0,0,33.317,88.005,0,0,0,53.787,0,0,0,0,58.721,0,0,0
6.705,0,58.172,60.851,0,0,0,27.717,0,92.197,0,47.568,0,0,0,0,86.968,0,0,0,75.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,97.083,0,77.825,0,0,0,95.617,0,0,0,0,0,54.793,28.212,0,0,0,0,0,0,0,0,0,0,0,99.52,0,0,0,34.445,0,60.629,0,0,0
0,25.83,0,0,96.922,0,0,0,0,82.103,0,0,0,0,0,29.531,0,0,0,0,65.096,26.782,0,0,0,0,0,0,0,0,51.964,0,0,37.085,0,0
41.878,0,0,0,0,84.075,0,0,0,0,0,61.786,0,0,51.226,27.033,96.523,0,0,0,0,0,26.119,42.726,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,58.413,0,0,26.468,69.137,0,0,48.847,0,0,0,0,0,0,0,0,0,0,0,0,35.203,90.53,0,0,0,0,84.452,91.588,0
0,45.497,0,0,0,0,0,79.753,0,0,77.203,0,0,76.381,0,0,75.084,0,0,0,0,89.738,0,0,31.391,0,0,0,0,0,0,0,0,0,0,38.184
0,0,0,0,56.576,0,83.37,50.402,0,0,0,0,0,2.3329,0,0,0,0,0,17.908,67.335,0,0,0,0,0,0,0,0,0,0,0,0,23.433,0,24.464
0,0,95.385,2.4014,0,0,0,0,0,0,17.686,22.496,72.147,0,0,71.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.189,0,0,96.76
0,71.157,91.921,0,0,0,84.705,0,98.15,0,0,0,32.624,0,0,0,0,0,0,0,0,52.009,0,0,0,0,95.241,0,0,81.351,0,0,0,0,0,0
0,0,16.974,0,0,0,0,0,62.893,80.752,0,57.73,0,95.554,0,91.302,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3152,0,0,35.695,0,0,0
0,78.94,0,0,0,0,0,0,0,95.987,0,15.809,34.238,0,48.19,0,0,0,0,0,68.257,14.906,0,0,26.111,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10.494,0,0,0,0,0,37.766,0,82.079,0,0,0,0,0,0,0,0,51.365,0,46.316,39.914,0,84.753,0,0,0,0,0,35.342,0
0,0,0,0,0,37.838,0,0,29.293,0,0,0,0,0,0,0,0,56.022,65.4,44.66,0,0,0,98.571,0,0,0,0,90.152,0,0,0,13.211,0,0,0
0,18.563,0,91.629,53.858,71.039,0,0,0,0,0,85.265,67.297,0,0,0,0,0,0,0,0,0,0,0,0,72.663,0,0,0,59.961,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,83.177,0,40.645,0,0,0,0,79.515,0,17.594,40.473,0,0,0,0,0,0,0,0,0,51.024,0,0,5.9324,0,0,86.367
0,0,83.19,0,0,94.641,0,0,0,0,17.292,0,0,0,0,69.77,20.884,72.63,0,0,92.813,0,0,0,0,0,0,0,0,0,25.718,0,0,0,0,0
0,19.193,0,0,0,0,0,0,90.598,0,0,0,41.727,0,0,0,0,90.992,0,0,0,0,0,0,0,0,0,0,0,0,11.233,57.026,0,0,86.711,79.659
0,0,0,40.096,0,0,79.18,0,0,0,0,0,0,67.927,0,0,0,0,0,0,0,0,0,0,88.619,59.091,0,0,0,0,94.74,0,89.914,37.927,0,0
0,16.799,0,35.725,0,0,2.5585,0,0,87.372,0,0,0,0,0,0,65.144,0,0,0,0,0,0,0,0,61.453,0,0,0,0,0,23.782,42.604,0,0,0
45.921,0,0,0,27.381,0,0,0,0,0,0,17.626,0,25.524,0,0,48.912,0,0,0,0,0,83.374,0,0,37.357,0,0,0,0,0,0,0,82.535,0,0
0,0,0,15.076,0,0,30.246,0,0,0,0,0,0,0,0,0,10.378,0,0,19.761,0,0,0,0,0,0,75.645,0,0,0,50.182,0,0,42.469,84.666,0
0,0,0,0,0,0,0,0,0,0,92.575,0,0,0,51.414,0,14.137,0,51.196,0,61.747,0,0,0,90.491,60.281,0,0,0,0,0,0,0,62.495,0,0
0,0,47.19,0,0,0,56.038,0,0,0,0,37.2,0,0,0,0,0,0,35.795,79,0,0,0,0,0,36.65,60.835,0,0,0,0,0,0,0,14.759,0
0,17.913,0,90.09,0,0,0,0,70.066,31.532,0,0,0,0,0,0,9.1778,0,0,0,0,0,0,70.158,30.51,0,0,0,0,88.693,0,0,0,0,0,0
0,66.862,0,0,0,0,29.055,0,0,13.047,0,0,0,94.282,0,0,0,0,0,60.27,30.052,0,0,0,39.64,0,0,0,0,0,0,0,7.7114,0,0,0
58.879,0,0,88.677,0,57.032,0,0,97.783,0,18.42,0,0,0,0,0,0,0,76.87,0,0,0,0,62.374,0,0,0,0,0,0,0,0,0,0,0,90.552
0,92.206,0,0,0,48.379,61.685,0,0,70.146,0,0,0,26.866,0,0,0,54.108,0,0,0,0,0,0,0,79.63,0,0,0,0,0,11.706,0,0,0,0
0,0,0,0,0,0,25.737,0,0,0,0,64.341,0,0,0,0,0,75.713,75.275,0,0,7.0721,0,67.346,0,0,0,16.588,0,0,0,38.015,0,0,0,0
31.563,0,0,0,0,0,0,0,0,0,0,0,0,0,98.068,0,0,61.717,32.91,0,0,0,0,0,0,0,18.115,0,0,0,34.916,0,0,0,72.236,20.596
0,0,0,0,76.159,0,0,0,0,79.98,0,0,0,0,0,87.425,0,0,75.433,0,0,80.532,0,0,0,0,0,0,61.509,0,0,0,41.861,42.761,0,0
0,0,0,0,0,0,0,0,0,0,28.538,0,0,6.7593,0,0,0,0,0,51.467,96.124,28.609,0,29.81,0,78.703,0,0,0,75.429,0,0,0,0,0,0
