15.699,23.967,11.63,29.38,25.218,18.468,6.1107,22.979,19.446,24.734,21.227,8.0778,35.868,22.945,26.765,12.58,32.816,28.135,23.631,28.812,26.58,25.18,30.397,31.321,25.117,25.664,25.865,31.667,29.96,27.603,33.406,11.749,35.019,8.0538,14.63,31.863
28.093,30.634,14.858,37.655,37.09,17.707,14.381,18.047,25.564,26.112,42.174,22.569,25.914,39.434,36.471,32.198,31.796,39.888,15.6,30.533,24.328,37.419,30.018,19.573,28.424,23.04,18.505,31.7,29.325,26.565,29.842,28.005,34.079,38.596,25.237,12.689
15.125,20.015,34.918,32.307,37.597,24.77,30.475,40.709,20.515,35.325,26.523,14.272,22.6,28.858,49.547,15.562,20.543,22.57,8.3153,15.169,26.18,19.375,21.511,22.082,28.042,35.088,22.132,28.475,10.442,18.075,22.313,21.074,25.326,18.089,28.82,29.475
17.437,23.085,15.035,11.351,24.708,29.489,10.228,24.008,22.936,16.764,29.834,22.004,24.586,23.683,22.706,24.179,35.477,18.562,35.46,35.161,25.878,17.842,34.532,33.289,18.559,28.372,29.737,32.888,23.994,12.739,22.812,13.316,33.763,18.129,12.233,23.53
28.671,24.555,22.895,17.827,26.936,29.234,14.073,33.41,30.285,34.139,22.51,24.076,24.614,20.83,38.239,5.6501,32.881,31.158,18.958,16.183,21.932,29.327,28.486,23.815,18.746,29.495,27.044,22.225,13.092,30.591,18.351,24.29,41.858,16.345,44.53,6.9996
34.482,30.549,11.186,34.309,29.578,11.924,23.848,21.438,20.236,24.239,16.42,30.43,24.722,26.783,38.667,40.694,30.086,29.882,22.856,21.079,23.124,22.861,21.858,26.099,31.569,16.287,35.598,26.722,28.318,27.32,25.92,24.748,23.305,39.562,29.629,28.363
27.359,31.596,20.116,35.862,25.136,18.63,26.456,30.784,19.428,19.283,36.046,29.907,37.467,44.48,34.765,17.909,35.893,16.532,43.243,23.036,25.353,28.77,17.117,20.164,23.8,33.303,11.139,23.494,36.799,38.183,24.14,20.673,16.965,22.847,29.183,23.901
26.613,41.856,28.305,27.273,22.466,32.714,14.308,23.704,21.341,17.158,29.689,11.176,26.034,20.683,18.513,33.404,19.937,21.892,27.255,14.612,23.668,19.913,24.434,22.722,5.5481,28.113,22.577,22.21,13.673,22.177,23.997,26.547,18.29,22.696,22.814,16.008
13.033,30.491,23.017,26.354,28.697,32.363,15.609,17.772,21.833,32.394,23.416,15.678,36.108,29.764,37.702,20.77,29.26,33.044,14.037,17.516,34.591,40.799,18.496,26.413,27.094,10.563,27.549,25.504,14.365,16.082,21.758,10.764,24.702,30.252,24.794,33.767
22.895,25.275,20.728,20.743,26.801,25.233,30.536,16.733,29.38,28.35,25.585,31.9,23.858,29.267,27.606,10.399,23.443,37.385,31.868,28.771,9.0247,38.293,21.498,17.764,26.076,24.302,20.817,28.021,12.619,33.196,32.091,35.112,21.294,31.812,10.363,27.994
22.864,19.866,34.906,39.225,17.772,20.966,36.103,25.418,22.612,19.949,24.552,25.587,33.322,32.874,11.022,20.402,19.088,36.796,21.054,26.943,33.272,31.457,28.827,23.038,22.488,22.786,39.647,31.994,35.45,26.166,26.177,21.776,33.076,23.93,21.539,22.393
35.797,24.373,18.714,17.858,40.433,31.047,32.692,18.691,40.262,27.764,22.407,31.953,9.3155,23.186,21.245,28.846,32.001,23.09,26.734,9.0146,23.82,19.334,25.847,24.604,35.755,23.834,26.139,13.981,37.684,41.569,17.579,16.44,6.2406,19.088,33.757,17.955
20.572,15.31,14.289,24.296,26.334,25.873,28.721,28.47,36.296,29.876,18.268,10.538,30.003,36.759,38.439,29.991,15.838,33.192,26.506,9.872,28.978,21.797,29.033,14.389,10.713,49.417,40.497,29.317,30.978,26.339,9.4155,25.281,31.66,33.751,19.637,31.453
14.97,6.1244,20.611,35.301,39.52,34.278,24.925,35.48,37.391,31.878,13.513,27.125,22.7,13.701,25.009,30.676,28.027,16.937,40.174,32.732,28.038,24.826,11.829,18.696,31.004,11.243,27.268,19.303,20.326,19.933,22.657,14.907,26.204,11.744,25.08,20.33
25.765,21.65,21.219,18.65,14.657,27.222,17.078,31.935,19.875,9.9074,24.342,24.293,35.044,16.397,22.629,44.435,17.23,14.35,21.466,5.5477,31.81,21.112,30.198,32.114,25.052,24.46,7.8836,5.9053,21.912,20.027,14.346,27.893,17.252,12.965,11.553,25.538
31.644,7.0348,38.158,22.572,18.461,23.99,24.357,17.066,11.709,33.228,37.052,17.068,46.966,30.338,19.187,16.981,26.031,27.917,12.299,26.169,21.065,26.411,31.409,15.05,22.594,24.743,32.427,2.4245,30.116,35.431,31.937,16.048,25.663,36.183,15.055,13.416
31.313,31.687,20.046,30.501,17.55,23.28,35.847,37.121,20.098,18.294,34.789,22.189,14.764,8.2911,32.119,27.477,23.276,16.911,25.43,29.003,18.884,19.391,13.054,23.877,21.088,22.072,32.859,12.194,34.575,27.375,12.559,29.009,14.314,3.3199,24.127,28.279
27.828,14.188,33.699,46.899,23.045,27.524,23.335,32.005,29.955,28.999,31.12,31.698,21.712,24.136,27.77,40.911,21.178,36.47,16.773,26.018,30.867,35.398,22.068,11.526,26.506,18.584,29.453,10.997,30.811,21.439,26.278,24.27,26.978,19.053,20.062,41.808
21.71,11.141,33.036,19.131,10.387,22.666,23.417,18.504,22.732,30.937,34.147,9.6687,31.841,22.781,37.527,10.986,28.972,17.795,15.319,21.143,36.666,27.002,26.064,31.079,24.919,17.586,14.728,28.392,46.629,23.495,25.903,24.139,38.71,17.324,23.397,12.026
30.633,18.155,18.744,12.408,16.561,18.058,18.765,20.02,19.902,23.677,21.087,17.778,23.182,42.35,30.811,32.198,12.362,28.979,21.351,26.922,24.262,15.781,36.875,25.029,28.469,25.432,17.739,33.719,33.904,34.904,31.583,15.625,28.454,27.691,15.024,24.675
34.941,20.852,14.697,30.499,31.339,14.075,18.041,15.34,31.099,41.703,9.3437,24.289,22.733,14.913,32.002,29.351,22.208,32.638,10.588,15.586,33.3,26.819,34.242,32.291,21.552,16.601,29.705,26.322,29.234,30.853,21.863,29.21,26.988,16.375,29.221,26.858
5.8565,21.065,33.509,20.467,19.824,40.652,9.8557,21.187,7.7905,28.403,32.656,31.977,28.233,27.149,23.59,22.435,20.229,22.922,22.134,11.664,25.431,13.612,10.177,23.129,30.689,23.348,30.33,43.287,39.886,19.979,20.895,40.539,40.49,29.557,5.7555,18.326
