85.125,85.214,25.917,21.23,87.279,69.575,37.934,37.399,40.346,93.01,35.932,8.2855,48.185,94.741,31.481,13.243,52.098,27.529,86.616,27.045,23.899,35.398,52.946,74.565,95.265,86.256,7.6007,21.064,93.843,70.1,64.346,89.723,48.199,15.593,12.028,86.209,85.422,81.807,97.108,93.512,97.738,91.259,2.5783,99.788,88.936,3.8189,72.627,45.89,85.311
7.0303,80.623,34.092,35.494,25.682,98.114,50.621,33.679,83.324,43.419,47.325,94.359,22.199,10.574,14.428,84.117,78.483,11.677,98.399,59.546,71.814,92.415,12.754,87.471,4.6438,22.698,99.274,32.191,56.704,76.44,28.273,14.207,32.022,72.054,89.775,1.6465,6.3936,27.753,59.791,92.786,19.291,46.157,21.647,20.789,4.4997,50.072,1.5669,38.08,41.924
28.963,12.83,75.091,67.137,84.254,12.805,33.317,84.255,83.871,34.437,46.365,90.302,11.587,39.522,87.871,79.149,46.162,4.789,59.511,37.974,66.595,76.089,63.259,12.421,23.316,18.002,63.88,12.975,45.247,73.754,71.198,15.46,25.5,61.773,26.333,57.191,99.569,87.827,2.9232,90.02,84.48,65.562,41.671,77.314,75.061,39.272,35.918,39.054,64.898
37.247,74.493,53.435,55.536,24.76,55.857,77.648,55.374,79.918,75.191,1.2083,58.823,85.375,73.691,29.665,3.3904,34.968,86.622,14.68,20.69,78.768,33.365,15.625,39.771,41.364,31.355,10.273,79.009,70.947,82.249,43.49,96.464,21.255,8.13,53.759,27.01,15.543,1.7727,95.148,32.085,27.085,5.1494,1.5634,1.5644,92.738,32.759,53.569,85.36,86.976
55.987,59.319,72.707,64.294,82.332,17.04,66.577,9.7629,79.552,74.981,44.531,8.901,20.686,47.817,31.163,17.796,86.684,65.254,65.601,62.599,16.406,41.784,94.927,59.096,5.4408,53.835,38.795,64.256,74.787,84.82,16.861,74.475,93.524,35.34,3.7488,33.632,2.7505,1.0977,21.86,71.77,8.1538,13.726,2.5171,67.532,58.947,41.469,1.9412,18.354,43.518
52.893,35.469,10.498,97.652,71.614,84.58,95.197,64.305,63.741,26.432,39.492,30.147,77.041,51.966,2.3446,18.634,38.519,2.804,34.272,38.294,98.125,37.338,98.723,13.46,86.629,23.252,12.808,4.9488,88.993,60.539,64.383,1.4421,54.649,31.509,79.116,20.053,78.738,82.169,10.857,99.074,23.172,16.218,85.731,29.952,22.292,85.727,35.124,38.386,79.426
88.508,47.703,53.683,49.031,62.464,22.67,27.883,2.708,48.122,19.164,62.55,31.177,97.154,71.731,77.784,3.4509,83.424,34.915,37.845,28.089,67.31,23.084,53.967,11.44,28.628,41.897,48.93,80.321,18.807,60.006,86.71,33.715,38.025,32.167,34.342,73.803,94.258,45.004,7.6631,25.827,57.299,73.346,10.092,49.887,73.629,8.0871,78.197,31.954,7.2968
23.926,9.1412,21.205,38.738,65.162,70.849,11.746,78.286,2.4485,86.921,50.087,39.832,43.46,74.123,96.14,74.742,35.222,64.767,41.672,60.143,11.744,7.0156,80.862,19.244,82.334,38.604,6.6187,59.336,63.117,86.824,44.502,17.018,99.74,52.704,55.172,14.785,18.992,1.1903,45.231,10.293,15.543,79.969,35.783,14.639,13.451,81.773,71.977,75.669,51.456
36.045,40.789,4.5198,50.963,59.296,95.856,39.22,32.163,72.555,58.943,5.4224,85.823,33.83,95.962,79.735,21.957,26.702,25.16,21.999,23.578,87.176,29.672,31.431,57.262,26.165,68.674,47.289,49.863,75.008,98.925,7.3426,60.076,86.711,5.0052,44.922,90.028,83.644,37.265,64.468,19.86,92.621,81.052,54.716,44.622,34.989,61.399,42.958,79.841,88.96
98.489,86.875,5.1231,68.535,6.9225,62.118,60.413,39.828,81.502,65.612,55.742,30.266,79.766,71.111,17.347,84.047,71.81,19.079,19.109,36.727,41.059,59.929,22.827,28.989,93.739,11.763,48.532,54.777,17.172,71.336,45.392,72.649,50.18,47.285,72.388,87.487,46.37,49.226,27.965,31.145,58.076,37.636,87.367,55.223,27.942,7.8355,50.404,84.471,81.656
26.477,98.987,92.349,77.815,37.204,89.323,26.242,32.076,85.171,56.777,50.462,49.636,7.5326,8.4643,85.699,30.845,76.732,3.8858,33.981,93.987,5.4088,15.294,4.0514,65.372,94.859,66.721,83.736,67.614,18.602,36.381,40.195,5.0752,85.451,46.039,19.484,2.7462,90.307,31.837,40.965,22.828,50.702,18.549,21.096,37.285,61.708,12.557,19.797,5.7049,25.498
33.065,43.006,60.802,76.438,21.825,55.816,73.878,23.594,82.31,48.864,15.5,71.246,85.16,95.477,66.175,32.768,6.9459,86.838,40.901,23.135,84.538,62.446,24.191,68.213,87.07,94.727,43.491,34.552,34.705,23.424,99.464,19.259,73.111,18.979,3.5854,64.742,89.621,1.2576,41.282,2.6551,59.84,49.944,1.7859,30.467,35.174,57.557,87.143,44.401,99.756
87.762,69.513,61.589,59.594,88.262,53.256,11.61,27.59,42.708,28.07,52.61,9.4336,21.29,50.717,28.107,87.771,73.512,9.8151,16.48,42.024,89.26,46.136,96.1,70.18,38.226,2.4805,40.97,67.254,75.665,81.615,72.578,75.12,45.621,24.41,40.678,57.34,38.989,74.336,69.834,75.527,73.894,11.863,21.275,27.068,41.665,34.23,6.7104,90.819,79.636
17.493,5.8451,84.135,62.671,9.8113,81.426,35.474,66.461,30.793,14.104,51.251,13.657,75.807,5.4808,13.791,51.256,47.595,35.071,43.217,95.335,60.097,10.898,9.8747,56.448,30.343,71.648,51.893,32.533,16.684,18.357,79.186,66.602,92.516,92.781,13.977,86.329,28.34,33.325,7.6328,99.534,10.893,9.3743,85.017,37.727,95.42,42.759,29.765,38.121,71.953
