0,0,51.088,0
0,0,89.622,0
0,0,0,86.424
0,0,0,23.524
0,0,98.479,0
0,0,0,28.913
0,0,0,12.673
97.281,0,0,0
96.896,0,0,0
0,0,0,41.559
0,0,0,88.577
57.509,0,0,0
64.014,0,0,0
0,0,0,33.585
0,96.984,0,0
0,36.641,0,0
97.946,0,0,0
0,0,0,26.446
26.043,0,0,0
0,0,0,49.53
0,23.234,0,0
0,0,0,89.51
0,0,51.986,0
0,0,0,20.558
0,0,0,90.754
0,0,0,93.213
64.056,0,0,0
0,0,34.913,0
7.3165,0,0,0
0,51.529,0,0
0,0,0,92.987
0,84.814,0,0
0,0,0,31.05
0,0,22.606,0
29.4,0,0,0
0,0,0,20.456
0,0,11.836,0
0,0,77.285,0
44.874,0,0,0
54.723,0,0,0
0,35.043,0,0
0,0,0,81.705
43.812,0,0,0
0,0,0,58.87
0,0,51.334,0
89.549,0,0,0
0,34.737,0,0
0,30.216,0,0
0,23.088,0,0
82.646,0,0,0
35.764,0,0,0
0,0,84.19,0
14.314,0,0,0
0,32.053,0,0
0,36.879,0,0
0,0,0,25.914
8.5445,0,0,0
0,0,0,13.708
0,71.862,0,0
0,0,0,78.578
0,0,0,61.207
0,0,46.935,0
0,0,0,14.687
0,0,0,87.631
12.191,0,0,0
0,74.906,0,0
0,0,88.461,0
0,22.048,0,0
87.042,0,0,0
0,0,0,22.253
0,0,0,50.287
0,0,53.744,0
0,0,0,35.731
0,0,44.225,0
85.59,0,0,0
0,77.008,0,0
0,0,61.086,0
0,0,0,72.366
0,0,81.138,0
0,0,0,95.901
59.111,0,0,0
0,0,6.4043,0
0,0,0,97.293
0,0,59.12,0
0,0,45.794,0
0,0,0,84.342
0,0,3.1459,0
0,48.177,0,0
0,0,0,47.694
0,0,0,6.7376
0,91.435,0,0
0,0,0,79.422
0,20.482,0,0
0,0,56.02,0
72.502,0,0,0
0,0,0,54.567
0,0,29.57,0
0,10.294,0,0
0,17.932,0,0
0,0,0,54.787
