25.587,16.121,53.027,9.8917,72.198,15.686,85.819,99.082,96.292,71.001,67.311,65.36,93.81,15.976,44.204,99.015,3.3885,41.174,57.372,38.152,87.188,20.194,42.774,37.59,27.402,12.926,73.991,21.638,35.373,90.376,85.618,74.232,27.041,18.363,93.956,4.7057
73.316,35.566,27.901,56.678,64.972,45.558,83.447,76.35,50.579,49.279,62.131,48.005,62.911,80.715,32.379,91.277,95.908,71.676,11.929,84.441,39.704,57.167,33.317,88.005,29.132,71.092,37.957,53.787,94.779,63.662,40.699,98.455,58.721,14.463,17.48,93.362
6.705,48.845,58.172,60.851,33.557,65.28,63.254,27.717,7.6409,92.197,91.153,47.568,71.674,78.794,67.767,42.994,86.968,92.61,98.424,89.187,75.444,45.621,8.6483,25.27,57.822,51.351,31.341,15.627,32.194,61.582,55.974,42.392,45.687,44.475,14.997,64.359
93.344,97.083,43.507,77.825,79.877,34.057,9.8825,95.617,41.06,30.164,90.577,8.2151,22.016,54.793,28.212,55.372,81.408,43.395,92.413,20.592,60.246,55.806,68.537,93.634,26.123,84.778,99.52,70.035,38.364,78.845,34.445,51.417,60.629,4.5306,37.23,6.5792
46.659,25.83,50.426,8.0981,96.922,46.496,74.385,11.713,1.4038,82.103,76.386,49.911,90.614,23.32,16.312,29.531,60.283,58.55,38.44,95.86,65.096,26.782,22.302,46.641,10.804,35.47,14.695,88.313,20.01,80.164,51.964,82.515,5.8229,37.085,36.057,10.957
41.878,45.581,45.639,72.891,65.793,84.075,37.871,70.189,83.867,40.389,27.858,61.786,17.645,85.477,51.226,27.033,96.523,8.4701,94.635,16.404,84.174,47.462,26.119,42.726,79.864,44.027,13.223,65.279,61.078,93.066,13.231,51.54,55.445,20.222,70.729,79.661
87.245,16.843,17.543,5.9546,93.87,29.747,47.561,58.413,58.818,30.466,26.468,69.137,76.07,46.3,48.847,52.624,48.142,20.657,39.658,99.182,98.584,6.6236,75.828,71.793,11.43,47.992,67.265,35.203,90.53,73.036,35.18,72.105,47.821,84.452,91.588,35.118
63.933,45.497,32.431,19.594,14.117,79.74,42.158,79.753,1.5624,56.835,77.203,72.243,13.559,76.381,81.468,99.544,75.084,93.96,47.164,50.655,56.828,89.738,56.691,46.821,31.391,63.844,58.901,27.054,33.949,99.883,77.682,95.381,89.807,38.812,99.878,38.184
19.813,53.706,72.361,61.543,56.576,47.447,83.37,50.402,87.488,52.694,33.686,70.79,79.05,2.3329,55.761,90.082,91.157,50.164,41.726,17.908,67.335,92.088,2.221,36.829,19.293,93.917,44.085,54.28,65.962,42.262,24.011,6.6138,69.677,23.433,29.522,24.464
8.3372,6.4989,95.385,2.4014,19.983,42.937,31.805,32.957,38.09,56.172,17.686,22.496,72.147,27.899,38.274,71.015,8.7477,73.983,92.213,86.571,61.063,15.076,2.5762,54.024,85.202,99.17,63.679,61.419,73.993,59.824,38.971,80.208,31.189,90.2,70.088,96.76
