0,0,0,15.498,0,0,0,0,0,0,0,0,27.199,0,18.644,0,0,29.169,0,0,0,0,0,29.363,0
0,18.912,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0,0,0,0,0,42.271,0,25.146,0,31.504
0,0,0,0,0,0,0,0,0,27.419,0,13.986,0,36.038,18.934,0,0,0,0,0,0,0,0,0,23.71
20.685,0,0,37.653,0,0,16.509,0,0,17.88,0,0,0,0,0,0,13.662,0,0,0,0,0,0,0,0
0,0,0,0,0,0,22.915,0,0,15.464,0,27.981,12.714,0,0,0,0,0,0,0,27.011,0,0,0,0
0,0,0,0,0,0,0,0,37.498,10.065,0,0,39.502,0,0,22.89,0,27.942,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,10.903,0,42.87,0,0,31.64,0,0,15.231,0,0,0,0,0,20.441,0
0,0,11.052,13.241,0,0,0,34.587,0,0,0,25.538,0,0,0,0,0,0,0,0,0,0,0,0,24.731
0,30.188,0,44.296,0,0,0,0,0,0,0,0,18.063,39.64,0,0,0,0,0,0,0,0,0,25.99,0
0,0,0,43.714,34.162,0,13.885,31.124,0,0,0,0,0,0,0,0,0,20.18,0,0,0,0,0,0,0
0,0,21.992,16.408,0,0,0,0,0,0,0,0,28.4,31.545,0,0,0,0,23.932,0,0,0,0,0,0
26.413,0,0,0,33.138,14.152,0,0,26.256,0,0,0,27.921,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,27.143,0,0,0,0,28.767,0,0,0,0,31.924,0,0,0,30.847,0,0,0,0,30.278
22.843,0,0,0,20.593,0,0,0,0,22.891,0,0,0,0,0,0,0,0,0,0,0,0,0,33.702,31.853
0,0,38.429,0,0,0,30.805,0,0,0,37.499,24.534,0,0,0,0,0,0,0,0,0,0,0,21.8,0
0,0,0,0,0,29.87,0,0,0,0,19.846,0,0,17.341,25.751,0,17.901,0,0,0,0,0,0,0,0
0,0,0,0,0,18.525,0,0,0,0,0,0,0,0,0,0,0,0,28.548,0,23.879,27.228,0,0,12.682
0,0,0,0,0,0,0,24.858,0,16.534,0,0,0,0,17.589,0,10.785,0,0,0,0,0,0,18.21,0
0,0,0,0,13.296,26.788,0,0,0,0,0,0,0,0,0,32.88,0,0,0,0,16.839,0,0,17.715,0
38.138,0,42.343,0,0,0,0,0,0,0,18.847,0,0,0,0,30.983,0,0,0,0,40.084,0,0,0,0
0,0,0,27.204,21.835,0,0,0,0,0,14.025,0,0,0,14.338,0,0,0,0,0,0,34.774,0,0,0
0,0,0,0,0,0,0,26.234,0,0,0,26.326,32.636,0,0,0,0,12.735,0,0,0,0,27.637,0,0
0,0,0,38.494,21.785,0,0,20.218,0,0,0,0,0,0,0,0,0,23.259,0,0,0,0,0,0,14.99
0,0,0,15.695,0,0,0,0,0,0,39.714,0,0,0,0,17.336,0,0,33.806,0,0,0,0,0,36.494
0,0,0,30.655,0,0,0,0,0,0,23.256,0,0,0,0,18.943,16.212,25.855,0,0,0,0,0,0,0
38.478,0,0,0,0,0,0,0,0,12.481,0,18.248,0,0,0,0,0,0,0,0,28.064,0,29.421,0,0
0,21.243,25.225,0,0,0,0,23.446,0,0,0,0,0,0,37.796,0,0,0,45.619,0,0,0,0,0,0
0,24.283,0,36.65,0,0,0,0,0,0,0,23.657,0,31.208,0,0,0,0,0,0,0,19.203,0,0,0
0,0,0,0,0,0,0,0,0,0,0,26.418,41.438,0,0,14.238,0,0,0,31.894,0,0,0,0,25.821
26.173,26.688,0,0,25.881,0,0,29.389,0,0,0,0,0,0,0,0,0,0,0,0,0,13.004,0,0,0
0,0,0,0,0,0,0,0,0,30.576,20.78,0,0,0,0,0,0,0,20.852,0,0,17.454,0,28.045,0
0,0,0,0,0,0,8.4909,30.487,0,6.0347,0,0,0,0,9.7413,0,0,0,16.477,0,0,0,0,0,0
0,0,0,21.16,0,0,23.335,0,0,0,0,19.059,0,0,0,0,33.804,20.406,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,28.856,0,29.532,0,0,0,35.535,0,28.135,0,0,0,0,23.268,0,0
0,0,0,0,0,0,0,0,0,0,0,31.968,0,22.544,0,0,0,0,15.59,0,25.586,0,19.681,0,0
0,0,0,0,23.168,0,0,0,13.822,0,21.267,0,0,0,20.893,0,0,0,0,0,24.296,0,0,0,0
0,0,0,31.859,0,0,0,36.432,22.451,19.878,0,0,0,0,0,0,0,0,0,0,0,23.041,0,0,0
