Run, Query, Loss, Time
1, 0, 0.000, 0.002
1, 1, 0.000, 0.034
1, 2, 0.000, 0.026
1, 3, 0.000, 0.026
1, 4, 0.000, 11.507
1, 5, 0.000, 0.032
1, 6, 0.000, 0.026
1, 7, 0.000, 0.025
1, 8, 0.000, 0.025
1, 9, 0.000, 0.026
1, 10, 0.000, 0.026
1, 11, 0.000, 0.026
1, 12, 0.000, 0.026
1, 13, 0.000, 0.026
1, 14, 0.000, 0.025
1, 15, 0.000, 4.741
1, 16, 0.000, 0.026
1, 17, 0.000, 0.025
1, 18, 0.000, 0.026
1, 19, 0.000, 0.025
1, 20, 0.000, 0.025
1, 21, 0.000, 0.030
1, 22, 0.000, 0.026
1, 23, 0.000, 0.025
1, 24, 0.000, 0.028
1, 25, 0.000, 0.031
1, 26, 0.000, 0.027
1, 27, 0.000, 0.026
1, 28, 0.000, 0.027
1, 29, 0.000, 0.026
1, 30, 0.000, 0.035
1, 31, 0.000, 0.026
1, 32, 0.000, 0.029
1, 33, 0.000, 0.039
1, 34, 0.000, 0.026
1, 35, 0.000, 0.033
1, 36, 0.000, 0.061
1, 37, 0.000, 0.026
1, 38, 0.000, 0.068
1, 39, 0.000, 0.029
1, 40, 0.000, 0.034
1, 41, 0.000, 0.026
1, 42, 0.000, 0.031
1, 43, 0.000, 0.038
1, 44, 0.000, 0.039
1, 45, 0.000, 0.031
1, 46, 0.000, 0.061
1, 47, 0.000, 0.051
1, 48, 0.000, 0.062
1, 49, 0.000, 0.061
1, 50, 0.000, 0.061
1, 51, 0.000, 0.067
1, 52, 0.000, 0.030
1, 53, 0.000, 0.067
1, 54, 0.000, 0.044
1, 55, 0.000, 0.039
1, 56, 0.000, 0.067
1, 57, 0.000, 0.067
1, 58, 0.000, 0.068
1, 59, 0.000, 0.067
1, 60, 0.000, 0.068
1, 61, 0.000, 0.067
1, 62, 0.000, 0.068
1, 63, 0.000, 0.067
1, 64, 0.000, 0.067
1, 65, 0.000, 0.068
1, 66, 0.000, 0.069
1, 67, 0.000, 0.067
1, 68, 0.000, 0.068
1, 69, 0.000, 0.067
1, 70, 0.000, 0.068
1, 71, 0.000, 0.067
1, 72, 0.000, 0.068
1, 73, 0.000, 0.067
1, 74, 0.000, 0.068
1, 75, 0.000, 0.067
1, 76, 0.000, 0.068
1, 77, 0.000, 0.067
1, 78, 0.000, 0.069
1, 79, 0.000, 0.067
1, 80, 0.000, 0.068
1, 81, 0.000, 0.067
1, 82, 0.000, 0.068
1, 83, 0.000, 0.067
1, 84, 0.000, 0.067
1, 85, 0.000, 0.067
1, 86, 0.000, 0.067
1, 87, 0.000, 0.067
1, 88, 0.000, 0.068
1, 89, 0.000, 0.067
1, 90, 0.000, 0.068
1, 91, 0.000, 0.067
1, 92, 0.000, 0.067
1, 93, 0.000, 0.067
1, 94, 0.000, 0.067
1, 95, 0.000, 0.067
1, 96, 0.000, 0.067
1, 97, 0.000, 0.067
1, 98, 0.000, 0.067
1, 99, 0.000, 0.067
1, 100, 0.000, 0.068
2, 0, 23.761, 0.001
2, 1, 23.761, 0.034
2, 2, 16.707, 17.850
2, 3, 13.807, 0.037
2, 4, 13.807, 0.041
2, 5, 0.000, 53.003
2, 6, 0.000, 0.027
2, 7, 0.000, 0.027
2, 8, 2.901, 95.160
2, 9, 2.901, 0.025
2, 10, 0.000, 0.026
2, 11, 0.000, 0.026
2, 12, 0.000, 0.027
2, 13, 0.000, 0.026
2, 14, 0.000, 0.026
2, 15, 0.000, 0.028
2, 16, 0.000, 0.026
2, 17, 0.000, 0.025
2, 18, 0.000, 0.025
2, 19, 0.000, 0.025
2, 20, 0.000, 0.025
2, 21, 0.000, 0.025
2, 22, 0.000, 0.026
2, 23, 0.000, 0.028
2, 24, 0.000, 0.026
2, 25, 0.000, 0.026
2, 26, 0.000, 0.028
2, 27, 0.000, 0.026
2, 28, 0.000, 0.029
2, 29, 0.000, 0.028
2, 30, 0.000, 0.027
2, 31, 0.000, 0.031
2, 32, 0.000, 0.025
2, 33, 0.000, 0.039
2, 34, 0.000, 0.039
2, 35, 0.000, 0.028
2, 36, 0.000, 0.037
2, 37, 0.000, 0.061
2, 38, 0.000, 0.027
2, 39, 0.000, 0.030
2, 40, 0.000, 0.041
2, 41, 0.000, 0.045
2, 42, 0.000, 0.029
2, 43, 0.000, 0.061
2, 44, 0.000, 0.055
2, 45, 0.000, 0.027
2, 46, 0.000, 0.062
2, 47, 0.000, 0.047
2, 48, 0.000, 0.046
2, 49, 0.000, 0.061
2, 50, 0.000, 0.030
2, 51, 0.000, 0.030
2, 52, 0.000, 0.048
2, 53, 0.000, 0.035
2, 54, 0.000, 0.068
2, 55, 0.000, 0.067
2, 56, 0.000, 0.054
2, 57, 0.000, 0.068
2, 58, 0.000, 0.068
2, 59, 0.000, 0.068
2, 60, 0.000, 0.068
2, 61, 0.000, 0.068
2, 62, 0.000, 0.068
2, 63, 0.000, 0.031
2, 64, 0.000, 0.068
2, 65, 0.000, 0.067
2, 66, 0.000, 0.068
2, 67, 0.000, 0.067
2, 68, 0.000, 0.069
2, 69, 0.000, 0.067
2, 70, 0.000, 0.068
2, 71, 0.000, 0.068
2, 72, 0.000, 0.068
2, 73, 0.000, 0.068
2, 74, 0.000, 0.068
2, 75, 0.000, 0.067
2, 76, 0.000, 0.068
2, 77, 0.000, 0.067
2, 78, 0.000, 0.068
2, 79, 0.000, 0.067
2, 80, 0.000, 0.068
2, 81, 0.000, 0.068
2, 82, 0.000, 0.067
2, 83, 0.000, 0.067
2, 84, 0.000, 0.068
2, 85, 0.000, 0.067
2, 86, 0.000, 0.068
2, 87, 0.000, 0.067
2, 88, 0.000, 0.067
2, 89, 0.000, 0.067
2, 90, 0.000, 0.067
2, 91, 0.000, 0.067
2, 92, 0.000, 0.068
2, 93, 0.000, 0.067
2, 94, 0.000, 0.068
2, 95, 0.000, 0.067
2, 96, 0.000, 0.068
2, 97, 0.000, 0.067
2, 98, 0.000, 0.068
2, 99, 0.000, 0.067
2, 100, 0.000, 0.068
3, 0, 33.174, 0.001
3, 1, 17.848, 0.041
3, 2, 17.848, 0.026
3, 3, 18.472, 18.046
3, 4, 18.472, 0.025
3, 5, 15.735, 36.615
3, 6, 15.735, 0.032
3, 7, 0.000, 57.717
3, 8, 0.000, 0.025
3, 9, 0.000, 0.026
3, 10, 0.000, 0.025
3, 11, 0.000, 0.025
3, 12, 0.000, 0.026
3, 13, 0.000, 0.025
3, 14, 0.000, 0.027
3, 15, 0.000, 0.026
3, 16, 0.000, 0.025
3, 17, 0.000, 0.026
3, 18, 0.000, 0.030
3, 19, 0.000, 0.025
3, 20, 0.000, 0.026
3, 21, 0.000, 0.028
3, 22, 0.000, 0.025
3, 23, 0.000, 0.026
3, 24, 0.000, 0.026
3, 25, 0.000, 0.026
3, 26, 0.000, 0.029
3, 27, 0.000, 0.031
3, 28, 0.000, 0.028
3, 29, 0.000, 0.039
3, 30, 0.000, 0.036
3, 31, 0.000, 0.061
3, 32, 0.000, 0.031
3, 33, 0.000, 0.028
3, 34, 0.000, 0.035
3, 35, 0.000, 390.457
3, 36, 0.000, 0.027
3, 37, 0.000, 0.027
3, 38, 0.000, 0.029
3, 39, 0.000, 0.026
3, 40, 0.000, 0.026
3, 41, 0.000, 0.028
3, 42, 0.000, 0.048
3, 43, 0.000, 0.041
3, 44, 0.000, 0.038
3, 45, 0.000, 0.036
3, 46, 0.000, 0.062
