Run, Query, Loss, Time
1, 0, 50.483, 0.107
1, 1, 50.483, 0.157
1, 2, 50.483, 0.082
1, 3, 21.635, 44.661
1, 4, 21.635, 0.061
1, 5, 21.635, 0.057
1, 6, 8.612, 82.702
1, 7, 0.000, 107.028
1, 8, 0.000, 0.056
1, 9, 0.000, 0.057
1, 10, 0.000, 0.055
1, 11, 0.000, 0.056
1, 12, 0.000, 0.056
1, 13, 0.000, 0.057
1, 14, 0.000, 0.056
1, 15, 0.000, 0.055
1, 16, 0.000, 0.056
1, 17, 0.000, 0.057
1, 18, 0.000, 0.057
1, 19, 0.000, 0.058
1, 20, 0.000, 0.056
1, 21, 0.000, 0.057
1, 22, 0.000, 0.058
1, 23, 0.000, 0.056
1, 24, 0.000, 0.057
1, 25, 0.000, 0.057
1, 26, 0.000, 0.056
1, 27, 0.000, 0.057
1, 28, 0.000, 0.056
1, 29, 0.000, 0.057
1, 30, 0.000, 0.056
1, 31, 0.000, 0.057
1, 32, 0.000, 0.056
1, 33, 0.000, 0.057
1, 34, 0.000, 0.055
1, 35, 0.000, 0.055
1, 36, 0.000, 0.056
1, 37, 0.000, 0.056
1, 38, 0.000, 0.055
1, 39, 0.000, 0.055
1, 40, 0.000, 0.056
1, 41, 0.000, 0.056
1, 42, 0.000, 0.056
1, 43, 0.000, 0.057
1, 44, 0.000, 0.055
1, 45, 0.000, 0.056
1, 46, 0.000, 0.056
1, 47, 0.000, 0.056
1, 48, 0.000, 0.056
1, 49, 0.000, 0.057
1, 50, 0.000, 0.056
1, 51, 0.000, 0.057
1, 52, 0.000, 0.056
1, 53, 0.000, 0.056
1, 54, 0.000, 0.055
1, 55, 0.000, 0.055
1, 56, 0.000, 0.057
1, 57, 0.000, 0.057
1, 58, 0.000, 0.056
1, 59, 0.000, 0.056
1, 60, 0.000, 0.055
1, 61, 0.000, 0.057
1, 62, 0.000, 0.056
1, 63, 0.000, 0.057
1, 64, 0.000, 0.056
1, 65, 0.000, 0.057
1, 66, 0.000, 0.056
1, 67, 0.000, 0.057
1, 68, 0.000, 0.056
1, 69, 0.000, 0.057
1, 70, 0.000, 0.056
1, 71, 0.000, 0.057
1, 72, 0.000, 0.056
1, 73, 0.000, 0.057
1, 74, 0.000, 0.056
1, 75, 0.000, 0.056
1, 76, 0.000, 0.055
1, 77, 0.000, 0.056
1, 78, 0.000, 0.056
1, 79, 0.000, 0.058
1, 80, 0.000, 0.056
1, 81, 0.000, 0.057
1, 82, 0.000, 0.055
1, 83, 0.000, 0.057
1, 84, 0.000, 0.056
1, 85, 0.000, 0.057
1, 86, 0.000, 0.056
1, 87, 0.000, 0.057
1, 88, 0.000, 0.056
1, 89, 0.000, 0.057
1, 90, 0.000, 0.056
1, 91, 0.000, 0.056
