Run, Query, Loss, Time
1, 0, 50.483, 0.340
1, 1, 8.612, 0.193
1, 2, 8.612, 0.044
1, 3, 8.612, 14.591
1, 4, 8.612, 0.034
1, 5, 8.612, 0.026
1, 6, 8.612, 0.028
1, 7, 8.612, 12.629
1, 8, 8.612, 0.026
1, 9, 0.000, 0.027
1, 10, 0.000, 0.027
1, 11, 0.000, 0.026
1, 12, 0.000, 1.662
1, 13, 0.000, 0.029
1, 14, 0.000, 0.033
1, 15, 0.000, 0.031
1, 16, 0.000, 0.032
1, 17, 0.000, 0.026
1, 18, 0.000, 0.029
1, 19, 0.000, 0.031
1, 20, 0.000, 0.026
1, 21, 0.000, 0.033
1, 22, 0.000, 0.031
1, 23, 0.000, 0.027
1, 24, 0.000, 0.064
1, 25, 0.000, 0.037
1, 26, 0.000, 0.061
1, 27, 0.000, 0.061
1, 28, 0.000, 0.029
1, 29, 0.000, 0.059
1, 30, 0.000, 0.062
1, 31, 0.000, 0.062
1, 32, 0.000, 0.065
1, 33, 0.000, 0.033
1, 34, 0.000, 0.069
1, 35, 0.000, 0.068
1, 36, 0.000, 0.068
1, 37, 0.000, 0.061
1, 38, 0.000, 0.067
1, 39, 0.000, 0.068
1, 40, 0.000, 0.067
1, 41, 0.000, 0.068
1, 42, 0.000, 0.068
1, 43, 0.000, 0.068
1, 44, 0.000, 0.068
1, 45, 0.000, 0.068
1, 46, 0.000, 0.068
1, 47, 0.000, 0.068
1, 48, 0.000, 0.068
1, 49, 0.000, 0.068
1, 50, 0.000, 0.068
1, 51, 0.000, 0.068
1, 52, 0.000, 0.068
1, 53, 0.000, 0.069
1, 54, 0.000, 0.068
1, 55, 0.000, 0.068
1, 56, 0.000, 0.068
1, 57, 0.000, 0.068
1, 58, 0.000, 0.068
1, 59, 0.000, 0.068
1, 60, 0.000, 0.068
1, 61, 0.000, 0.068
1, 62, 0.000, 0.068
1, 63, 0.000, 0.068
1, 64, 0.000, 0.068
1, 65, 0.000, 0.068
1, 66, 0.000, 0.068
1, 67, 0.000, 0.068
1, 68, 0.000, 0.068
1, 69, 0.000, 0.068
1, 70, 0.000, 0.068
1, 71, 0.000, 0.068
1, 72, 0.000, 0.068
1, 73, 0.000, 0.068
1, 74, 0.000, 0.068
1, 75, 0.000, 0.068
1, 76, 0.000, 0.068
1, 77, 0.000, 0.069
1, 78, 0.000, 0.068
1, 79, 0.000, 0.067
1, 80, 0.000, 0.068
1, 81, 0.000, 0.067
1, 82, 0.000, 0.068
1, 83, 0.000, 0.067
1, 84, 0.000, 0.067
1, 85, 0.000, 0.067
1, 86, 0.000, 0.067
1, 87, 0.000, 0.067
1, 88, 0.000, 0.068
1, 89, 0.000, 0.067
1, 90, 0.000, 0.068
1, 91, 0.000, 0.068
1, 92, 0.000, 0.067
1, 93, 0.000, 0.067
1, 94, 0.000, 0.067
1, 95, 0.000, 0.067
1, 96, 0.000, 0.068
1, 97, 0.000, 0.067
1, 98, 0.000, 0.067
1, 99, 0.000, 0.067
1, 100, 0.000, 0.068
2, 0, 213.401, 0.003
2, 1, 49.828, 0.035
2, 2, 49.828, 0.027
2, 3, 49.828, 11.051
2, 4, 49.828, 0.026
