Run, Query, Loss, Time
1, 0, 122.297, 0.002
1, 1, 90.286, 0.074
1, 2, 90.286, 0.070
1, 3, 46.182, 39.055
1, 4, 46.182, 0.066
1, 5, 46.182, 0.048
1, 6, 37.527, 52.980
1, 7, 37.527, 0.047
1, 8, 37.527, 0.050
1, 9, 37.527, 0.065
1, 10, 37.527, 0.050
1, 11, 37.527, 0.065
1, 12, 37.527, 0.068
1, 13, 37.527, 33.948
1, 14, 37.527, 0.047
1, 15, 37.527, 0.046
1, 16, 37.527, 0.047
1, 17, 37.527, 0.048
1, 18, 13.387, 179.618
1, 19, 13.387, 0.064
1, 20, 13.387, 0.050
1, 21, 13.387, 0.048
1, 22, 13.387, 0.067
1, 23, 13.387, 0.048
1, 24, 13.387, 0.049
1, 25, 13.387, 0.048
1, 26, 14.074, 250.149
1, 27, 14.074, 0.047
1, 28, 0.000, 270.830
1, 29, 0.000, 0.045
1, 30, 0.000, 0.050
1, 31, 0.000, 0.045
1, 32, 0.000, 0.050
1, 33, 0.000, 0.047
1, 34, 0.000, 0.050
1, 35, 0.000, 0.046
1, 36, 0.000, 0.049
1, 37, 0.000, 0.046
1, 38, 0.000, 0.052
1, 39, 0.000, 0.048
1, 40, 0.000, 0.048
1, 41, 0.000, 0.050
1, 42, 0.000, 0.049
1, 43, 0.000, 0.047
1, 44, 0.000, 0.047
1, 45, 0.000, 0.047
1, 46, 0.000, 0.048
1, 47, 0.000, 0.050
1, 48, 0.000, 0.049
1, 49, 0.000, 0.046
1, 50, 0.000, 0.047
1, 51, 0.000, 0.050
1, 52, 0.000, 0.049
1, 53, 0.000, 0.047
1, 54, 0.000, 0.052
1, 55, 0.000, 0.052
1, 56, 0.000, 0.048
1, 57, 0.000, 0.050
1, 58, 0.000, 0.049
1, 59, 0.000, 0.051
1, 60, 0.000, 0.068
1, 61, 0.000, 0.050
1, 62, 0.000, 0.052
1, 63, 0.000, 0.059
1, 64, 0.000, 0.058
1, 65, 0.000, 0.054
1, 66, 0.000, 0.064
1, 67, 0.000, 0.050
1, 68, 0.000, 0.049
1, 69, 0.000, 0.066
1, 70, 0.000, 0.124
1, 71, 0.000, 0.063
1, 72, 0.000, 0.055
1, 73, 0.000, 0.089
1, 74, 0.000, 0.124
1, 75, 0.000, 0.088
1, 76, 0.000, 0.065
1, 77, 0.000, 0.074
1, 78, 0.000, 0.092
1, 79, 0.000, 0.052
1, 80, 0.000, 0.098
1, 81, 0.000, 0.051
1, 82, 0.000, 0.145
1, 83, 0.000, 0.096
1, 84, 0.000, 0.061
1, 85, 0.000, 0.126
