Run, Query, Loss, Time
1, 0, 39.105, 0.002
1, 1, 39.105, 0.040
1, 2, 39.105, 0.058
1, 3, 39.105, 0.046
1, 4, 3.528, 33.635
1, 5, 3.528, 0.037
1, 6, 3.528, 0.056
1, 7, 3.528, 0.043
1, 8, 3.528, 0.042
1, 9, 3.528, 20.313
1, 10, 4.642, 97.788
1, 11, 4.642, 0.039
1, 12, 4.642, 0.042
1, 13, 4.642, 0.039
1, 14, 4.642, 0.049
1, 15, 1.113, 172.108
1, 16, 1.113, 0.041
1, 17, 1.113, 0.048
1, 18, 1.113, 0.039
1, 19, 1.113, 0.049
1, 20, 0.000, 227.509
1, 21, 1.113, 0.041
1, 22, 1.113, 0.041
1, 23, 1.113, 0.039
1, 24, 1.113, 0.040
1, 25, 1.113, 0.038
1, 26, 1.113, 0.052
1, 27, 1.113, 0.039
1, 28, 1.113, 0.039
1, 29, 1.113, 0.039
1, 30, 1.113, 0.038
1, 31, 1.113, 0.039
1, 32, 0.000, 0.039
1, 33, 0.000, 50.535
1, 34, 0.000, 0.039
1, 35, 0.000, 0.045
1, 36, 0.000, 0.052
1, 37, 0.000, 0.045
1, 38, 0.000, 0.038
1, 39, 0.000, 0.037
1, 40, 0.000, 0.037
1, 41, 0.000, 0.037
1, 42, 0.000, 0.045
1, 43, 0.000, 0.038
1, 44, 0.000, 0.048
1, 45, 0.000, 0.043
1, 46, 0.000, 0.038
1, 47, 0.000, 0.037
1, 48, 0.000, 0.039
1, 49, 0.000, 0.038
1, 50, 0.000, 0.044
1, 51, 0.000, 0.046
1, 52, 0.000, 0.037
1, 53, 0.000, 0.037
1, 54, 0.000, 0.038
1, 55, 0.000, 0.038
1, 56, 0.000, 0.037
1, 57, 0.000, 0.037
1, 58, 0.000, 0.039
1, 59, 0.000, 0.043
1, 60, 0.000, 0.042
1, 61, 0.000, 0.047
1, 62, 0.000, 0.044
1, 63, 0.000, 0.046
1, 64, 0.000, 0.037
1, 65, 0.000, 0.043
1, 66, 0.000, 0.039
1, 67, 0.000, 0.037
1, 68, 0.000, 0.039
1, 69, 0.000, 0.043
1, 70, 0.000, 0.050
1, 71, 0.000, 1144.659
1, 72, 0.000, 0.040
1, 73, 0.000, 0.039
1, 74, 0.000, 0.039
1, 75, 0.000, 0.041
1, 76, 0.000, 0.047
1, 77, 0.000, 0.050
1, 78, 0.000, 0.040
1, 79, 0.000, 0.041
1, 80, 0.000, 0.042
1, 81, 0.000, 0.050
1, 82, 0.000, 0.041
1, 83, 0.000, 0.041
1, 84, 0.000, 0.038
1, 85, 0.000, 0.048
1, 86, 0.000, 0.052
1, 87, 0.000, 0.055
1, 88, 0.000, 0.046
1, 89, 0.000, 0.038
1, 90, 0.000, 0.055
1, 91, 0.000, 0.066
1, 92, 0.000, 0.081
1, 93, 0.000, 0.047
1, 94, 0.000, 0.052
1, 95, 0.000, 0.042
1, 96, 0.000, 0.049
1, 97, 0.000, 0.043
1, 98, 0.000, 0.046
1, 99, 0.000, 0.064
1, 100, 0.000, 0.070
2, 0, 31.720, 0.002
2, 1, 37.930, 0.054
2, 2, 9.417, 17.661
2, 3, 9.417, 0.039
2, 4, 9.417, 0.041
2, 5, 9.417, 0.039
2, 6, 9.417, 0.040
2, 7, 9.417, 0.039
2, 8, 9.417, 0.040
2, 9, 9.417, 9.240
2, 10, 9.417, 0.038
2, 11, 9.417, 0.045
2, 12, 9.417, 0.038
2, 13, 9.417, 0.039
2, 14, 9.832, 139.921
2, 15, 9.832, 0.039
2, 16, 0.000, 153.937
2, 17, 0.000, 0.052
2, 18, 0.000, 0.054
2, 19, 0.000, 0.039
2, 20, 0.000, 0.041
2, 21, 0.000, 0.039
2, 22, 0.000, 0.039
2, 23, 0.000, 0.040
2, 24, 0.000, 0.040
2, 25, 0.000, 0.040
2, 26, 0.000, 0.040
2, 27, 0.000, 0.039
2, 28, 0.000, 0.041
2, 29, 0.000, 0.039
2, 30, 0.000, 0.042
2, 31, 0.000, 0.040
2, 32, 0.000, 0.042
2, 33, 0.000, 0.039
2, 34, 0.000, 0.041
2, 35, 0.000, 0.039
2, 36, 0.000, 0.040
2, 37, 0.000, 0.040
2, 38, 0.000, 0.038
2, 39, 0.000, 0.041
2, 40, 0.000, 0.040
2, 41, 0.000, 0.039
2, 42, 0.000, 0.044
2, 43, 0.000, 565.240
2, 44, 0.000, 0.041
2, 45, 0.000, 0.039
2, 46, 0.000, 0.045
2, 47, 0.000, 0.037
2, 48, 0.000, 0.040
2, 49, 0.000, 0.040
2, 50, 0.000, 0.045
2, 51, 0.000, 106.334
2, 52, 0.672, 0.044
2, 53, 0.000, 0.041
2, 54, 0.000, 0.037
2, 55, 0.000, 0.039
2, 56, 0.000, 0.038
2, 57, 0.000, 0.036
2, 58, 0.000, 0.038
2, 59, 0.000, 0.040
2, 60, 0.000, 0.039
2, 61, 0.000, 0.038
2, 62, 0.000, 0.042
2, 63, 0.000, 0.045
2, 64, 0.000, 0.038
2, 65, 0.000, 0.039
2, 66, 0.000, 0.038
2, 67, 0.000, 0.039
2, 68, 0.000, 0.038
2, 69, 0.000, 0.045
2, 70, 0.000, 0.045
2, 71, 0.000, 0.044
2, 72, 0.000, 0.038
2, 73, 0.000, 0.039
2, 74, 0.000, 0.044
2, 75, 0.000, 0.039
2, 76, 0.000, 0.039
2, 77, 0.000, 0.040
2, 78, 0.000, 0.044
2, 79, 0.000, 0.037
2, 80, 0.000, 0.038
2, 81, 0.000, 0.040
2, 82, 0.000, 0.039
2, 83, 0.000, 0.042
2, 84, 0.000, 0.045
2, 85, 0.000, 0.037
2, 86, 0.000, 0.045
2, 87, 0.000, 0.038
2, 88, 0.000, 0.037
2, 89, 0.000, 0.041
2, 90, 0.000, 0.038
2, 91, 0.000, 0.038
2, 92, 0.000, 0.038
2, 93, 0.000, 0.039
2, 94, 0.000, 0.039
2, 95, 0.000, 93.375
2, 96, 0.000, 0.044
2, 97, 0.000, 0.040
2, 98, 0.000, 0.046
2, 99, 0.000, 0.044
2, 100, 0.000, 0.040
3, 0, 72.491, 0.003
3, 1, 42.787, 0.044
3, 2, 41.082, 18.051
3, 3, 41.082, 0.046
3, 4, 0.384, 35.746
3, 5, 0.384, 0.041
3, 6, 0.384, 0.056
3, 7, 0.384, 0.043
3, 8, 0.384, 19.394
3, 9, 0.384, 0.049
3, 10, 0.384, 0.040
3, 11, 0.384, 0.041
3, 12, 0.384, 0.042
3, 13, 0.384, 0.046
3, 14, 0.384, 0.038
3, 15, 0.384, 0.044
3, 16, 0.384, 0.042
