Run, Query, Loss, Time
1, 0, 56.030, 0.002
1, 1, 10.633, 0.682
1, 2, 10.633, 0.683
1, 3, 10.633, 22.701
1, 4, 10.633, 0.683
1, 5, 10.633, 0.679
1, 6, 10.633, 0.678
1, 7, 5.023, 94.595
1, 8, 5.023, 0.680
1, 9, 3.909, 149.763
1, 10, 3.909, 0.679
1, 11, 3.909, 0.675
1, 12, 3.909, 0.680
1, 13, 3.909, 0.676
1, 14, 0.000, 256.931
1, 15, 0.000, 0.677
1, 16, 0.000, 0.679
1, 17, 0.000, 0.679
1, 18, 0.000, 0.677
1, 19, 0.000, 0.681
1, 20, 0.000, 0.676
1, 21, 0.000, 0.677
1, 22, 0.000, 0.675
1, 23, 0.000, 0.678
1, 24, 0.000, 0.677
1, 25, 0.000, 0.677
1, 26, 0.000, 0.676
1, 27, 0.000, 0.677
1, 28, 0.000, 0.677
1, 29, 0.000, 0.677
1, 30, 0.000, 0.675
1, 31, 0.000, 0.677
1, 32, 0.000, 0.674
1, 33, 0.000, 0.678
1, 34, 0.000, 0.679
1, 35, 0.000, 0.677
1, 36, 0.000, 0.676
1, 37, 0.000, 0.677
1, 38, 0.000, 0.678
1, 39, 0.000, 0.676
1, 40, 0.000, 0.677
1, 41, 0.000, 0.679
1, 42, 0.000, 0.677
1, 43, 0.000, 0.680
1, 44, 0.000, 0.680
1, 45, 0.000, 0.679
1, 46, 0.000, 0.679
1, 47, 0.000, 0.677
1, 48, 0.000, 0.678
1, 49, 0.000, 0.679
1, 50, 0.000, 0.678
1, 51, 0.000, 0.679
1, 52, 0.000, 0.676
1, 53, 0.000, 0.677
1, 54, 0.000, 0.681
1, 55, 0.000, 0.681
1, 56, 0.000, 0.676
1, 57, 0.000, 0.678
1, 58, 0.000, 0.681
1, 59, 0.000, 0.677
1, 60, 0.000, 0.677
1, 61, 0.000, 0.677
1, 62, 0.000, 0.675
1, 63, 0.000, 0.676
1, 64, 0.000, 0.678
1, 65, 0.000, 0.678
1, 66, 0.000, 0.677
1, 67, 0.000, 0.675
1, 68, 0.000, 0.679
1, 69, 0.000, 0.676
1, 70, 0.000, 0.677
1, 71, 0.000, 0.673
1, 72, 0.000, 0.674
1, 73, 0.000, 0.673
1, 74, 0.000, 0.677
1, 75, 0.000, 0.674
1, 76, 0.000, 0.673
1, 77, 0.000, 0.675
1, 78, 0.000, 0.679
1, 79, 0.000, 0.675
1, 80, 0.000, 0.676
1, 81, 0.000, 0.673
1, 82, 0.000, 0.680
1, 83, 0.000, 0.673
1, 84, 0.000, 0.679
1, 85, 0.000, 0.675
1, 86, 0.000, 1858.100
1, 87, 0.000, 0.674
1, 88, 0.000, 0.675
1, 89, 0.000, 0.674
1, 90, 0.000, 0.675
1, 91, 0.000, 0.675
1, 92, 0.000, 0.675
1, 93, 0.000, 0.671
1, 94, 0.000, 0.677
1, 95, 0.000, 0.676
1, 96, 0.000, 0.678
1, 97, 0.000, 0.676
1, 98, 0.000, 0.676
1, 99, 0.000, 0.677
1, 100, 0.000, 2638.605
2, 0, 31.720, 0.002
2, 1, 20.020, 0.680
2, 2, 20.020, 0.681
2, 3, 20.020, 22.760
2, 4, 20.020, 0.677
2, 5, 16.750, 77.821
2, 6, 16.750, 0.677
