14.856,10.507,16.117,17.231,37.351,28.196,33.823,20.155,18.194,40.209,12.847,15.266,21.762,28.212,10.591,32.121
24.951,12.706,33.37,5.0331,30.911,23.129,23.734,23.578,24.767,32.996,36.379,35.707,20.015,23.285,22.87,32.702
24.17,23.973,14.715,24.554,14.394,27.363,14.35,24.193,17.087,37.156,15.586,35.676,21.547,28.223,53.014,24.901
35.446,30.074,14.624,45.982,20.551,34.309,37.566,25.618,36.454,20.417,18.806,30.652,28.994,35.519,31.749,27.081
31.251,35.327,16.584,19.116,32.623,31.302,10.814,26.554,22.4,28.225,41.137,27.425,22.245,30.532,26.223,35.514
26.845,21.897,28.865,16.909,24.2,19.892,22.155,27.24,25.11,19.198,38.773,21.314,18.519,18.448,12.961,26.612
34.448,6.2108,27.986,19.303,26.617,26.286,25.641,15.923,37.584,19.581,26.296,12.775,34.694,20.167,22.134,25.383
30.286,19.249,35.452,24.157,31.034,26.789,19.142,30.145,27.679,20.316,27.358,17.022,23.362,26.89,12.661,13.87
16.41,25.741,17.754,36.634,34.429,38.393,43.14,29.505,32.729,28.917,32.804,21.09,27.543,29.492,46.405,23.296
18.763,21.548,21.148,23.31,21.891,22.978,31.829,35.754,12.315,26.635,27.109,22.733,27.124,25.016,10.25,15.516
41.186,35.927,22.559,18.009,20.927,20.036,14.169,9.1987,15.752,34.007,33.405,30.55,31.451,35.871,17.554,27.553
30.694,20.527,30.111,11.364,28.638,7.5877,27.945,33.84,17.751,27.928,25.204,19.679,21.274,19.616,29.502,13.697
16.825,20.432,23.286,18.185,16.145,31.901,13.897,17.409,37.721,12.706,34.455,36.278,13.288,12.721,25.972,25.236
26.95,27.626,38.215,26.465,19.557,21.766,28.183,36.486,29.278,15.188,17.023,23.589,25.105,28.533,33.676,39.241
25.329,5.8279,7.9586,22.633,24.954,20.262,18.74,21.22,17.656,34.721,31.255,26.74,21.732,16.252,30.314,10.136
22.005,30.871,8.3566,34.58,27.173,26.3,20.99,24.746,38.141,18.618,19.847,16.98,16.737,33.242,27.551,37.115
27.862,20.309,38.966,22.508,30.828,24.403,35.276,12.851,25.569,10.154,30.545,25.709,23.358,16.994,31.38,21.418
21.296,40.354,31.162,25.793,24.316,32.559,34.351,6.6562,9.1714,31.43,11.39,25.372,35.307,31.821,30.801,15.902
20.954,15.056,13.304,34.035,18.326,24.296,23.443,39.646,26.949,32.869,22.327,24.768,32.422,24.132,40.149,17.495
