85.125,0,0,0,0,0,0,0,40.346,0,35.932,0,48.185,0,0,0,0,27.529,0,0,0,0,52.946,0,95.265,0,0,21.064,0,0,64.346,0,0,0,0,0,0,0,97.108,0,0,0,0,0,0,0,0,0,0
0,0,34.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.546,0,0,0,0,0,0,99.274,0,0,76.44,0,14.207,32.022,0,0,0,0,27.753,0,0,0,0,21.647,20.789,4.4997,0,0,0,0
0,0,0,0,0,12.805,0,0,0,34.437,0,0,0,0,0,0,0,0,0,0,0,0,0,12.421,0,18.002,0,0,45.247,0,0,0,25.5,0,0,57.191,0,87.827,2.9232,0,0,0,0,0,75.061,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.665,0,34.968,0,0,20.69,78.768,0,0,39.771,0,0,0,0,0,0,0,0,0,0,0,27.01,15.543,1.7727,0,0,0,0,0,0,0,0,53.569,0,86.976
0,0,72.707,0,0,0,66.577,0,0,0,0,8.901,0,0,31.163,0,0,0,0,62.599,0,41.784,0,0,0,0,0,0,0,84.82,0,74.475,0,0,3.7488,33.632,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35.469,0,0,0,0,95.197,0,0,26.432,0,0,0,0,0,0,0,2.804,0,0,98.125,0,0,0,0,0,0,0,0,0,0,0,54.649,0,0,0,0,82.169,0,99.074,0,16.218,0,0,22.292,0,0,0,0
88.508,0,0,0,0,0,0,0,0,0,0,0,97.154,0,0,0,0,34.915,0,0,0,0,0,0,0,0,0,0,0,60.006,0,33.715,0,0,0,73.803,0,45.004,0,0,57.299,0,10.092,0,0,0,0,0,7.2968
0,0,0,0,0,70.849,11.746,0,0,0,0,0,0,0,0,74.742,35.222,64.767,0,0,0,0,0,0,0,0,0,0,0,86.824,44.502,0,99.74,0,0,0,18.992,0,0,0,15.543,0,0,0,0,0,0,0,0
36.045,0,0,0,0,0,0,0,0,0,0,85.823,0,0,0,21.957,0,0,0,23.578,87.176,29.672,0,0,0,0,0,0,0,0,0,60.076,0,0,0,90.028,0,0,0,19.86,0,0,0,44.622,0,0,0,0,0
0,0,5.1231,0,0,0,0,0,0,65.612,55.742,0,0,0,0,0,0,0,19.109,0,0,0,0,0,93.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.145,0,37.636,0,0,27.942,0,50.404,0,81.656
26.477,98.987,0,0,0,0,0,32.076,0,0,0,0,0,0,0,30.845,0,0,0,0,5.4088,15.294,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7462,0,0,0,0,50.702,0,0,0,0,0,19.797,5.7049,0
0,43.006,0,0,21.825,55.816,0,0,0,0,0,0,0,0,0,0,0,0,0,23.135,0,0,0,0,87.07,0,0,0,0,23.424,0,0,0,0,0,0,89.621,0,41.282,0,0,0,1.7859,0,35.174,0,0,0,0
87.762,0,0,0,88.262,0,0,27.59,42.708,0,0,9.4336,21.29,0,0,0,0,0,0,0,89.26,0,0,0,0,0,40.97,0,0,81.615,0,0,0,0,0,0,0,0,0,0,73.894,0,0,0,0,0,0,0,0
0,5.8451,0,0,0,0,0,0,0,0,0,13.657,0,0,13.791,0,0,0,0,0,0,10.898,9.8747,0,30.343,0,0,0,0,0,0,0,0,92.781,0,86.329,0,0,0,0,0,0,0,0,95.42,0,0,0,71.953
0,0,12.083,0,0,79.888,49.873,0,0,25.169,0,0,0,0,0,0,0,0,31.557,0,0,0,67.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.087,0,0,0,21.224,0,0,0,0,24.866,69.335,0
0,0,0,0,27.812,0,0,0,2.2884,0,0,0,89.094,0,53.995,0,0,0,0,0,0,0,0,0,88.899,0,76.895,57.53,74.451,0,0,0,36.448,0,0,0,0,0,0,0,0,0,0,30.189,0,0,0,0,0
0,0,12.184,1.3313,0,87.3,47.805,0,0,0,0,0,97.914,0,0,0,0,0,0,0,0,51.761,43.206,0,0,0,0,0,38.235,0,0,0,0,58.826,0,0,0,0,0,0,0,0,0,0,0,0,85.633,0,0
0,0,0,0,0,0,0,0,0,0,47.433,57.565,0,0,0,0,30.444,0,48.602,0,0,0,0,0,0,0,0,77.907,0,0,0,0,0,0,0,25.877,57.615,22.269,0,0,0,90.031,0,93.057,0,0,0,0,0
0,0,0,0,0,16.449,83.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8539,2.3506,20.541,0,0,0,70.425,0,0,0,89.553,0,0,0,36.234,0,0,0,0,81.371,77.557,0,0,0,0
0,0,0,25.445,0,0,61.397,0,0,0,82.974,0,0,0,0,0,0,0,0,35.585,0,0,0,0,0,0,0,0,0,18.291,0,0,0,0,82.773,17.886,0,0,0,0,11.023,0,0,7.7389,12.612,0,0,0,0
0,0,0,37.08,69.1,0,0,93.543,18.808,0,0,0,0,0,0,34.628,0,0,16.655,0,0,0,0,0,41.667,0,0,0,0,0,0,0,0,0,0,4.6632,0,22.784,0,0,0,0,0,0,0,0,0,0,76.543
0,0,21.554,0,0,0,0,0,0,0,0,0,59.163,0,0,0,81.24,0,0,0,0,0,36.951,70.985,0,0,0,0,0,0,0,13.097,0,46.814,0,0,0,0,0,0,0,62.945,59.246,0,0,19.614,0,0,0
0,64.747,0,0,0,0,0,0,0,0,43.147,0,0,0,0,0,56.603,0,0,0,0,85.163,0,0,0,0,46.667,0,0,0,38.425,0,0,0,52.548,0,0,0,52.721,0,0,75.922,0,0,0,77.691,0,0,0
0,0,0,0,0,49.965,0,0,66.599,0,0,0,60.169,0,0,0,0,39.697,0,0,20.298,0,0,0,0,0,0,89.189,0,84.932,37.245,0,0,0,0,0,0,0,0,0,71.397,0,0,0,0,0,0,0,21.191
18.849,0,0,6.3952,0,0,0,93.42,0,76.269,0,0,0,31.631,0,0,0,0,0,26.866,0,0,0,0,0,0,34.291,0,44.91,0,57.763,0,0,0,0,0,0,93.55,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,34.134,0,57.853,34.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.63,0,35.782,0,0,0,70.672,77.217,0,0,0,0,0,0,0,0,0,12.512,40.236,19.113,0
21.55,10.013,0,28.802,0,0,13.441,0,0,0,0,0,0,2.479,0,8.2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7977,0,57.9,0,0,0,0,0,0,0,0,0,84.115,0,83.58,0,0,0
