30.133,7.0153,51.088,62.339
33.592,86.728,89.622,92.638
47.366,93.975,24.339,86.424
26.219,97.418,77.602,23.524
15.023,82.773,98.479,28.399
39.009,87.87,52.229,28.913
5.8086,12.805,12.114,12.673
97.281,53.208,12.992,20.043
96.896,98.879,18.593,2.9328
62.038,31.006,76.292,41.559
24.406,86.67,41.547,88.577
57.509,20.927,3.3654,83.634
64.014,97.762,20.583,14.074
98.006,80.438,33.375,33.585
62.869,96.984,11.477,34.312
15.538,36.641,84.099,61.517
97.946,64.008,33.816,79.79
10.961,83.09,48.409,26.446
26.043,51.034,54.153,67.347
56.823,27.993,39.947,49.53
9.1218,23.234,95.411,85.793
86.017,81.386,81.757,89.51
81.864,54.942,51.986,77.668
17.058,69.41,15.398,20.558
43.885,49.951,33.137,90.754
51.396,4.6468,51.284,93.213
64.056,96.243,67.849,68.999
29.244,94.067,34.913,42.897
7.3165,29.971,84.082,75.96
75.318,51.529,36.469,37.062
99.079,9.2274,15.752,92.987
58.252,84.814,67.72,97.959
98.323,98.504,51.354,31.05
63.712,78.515,22.606,1.8348
29.4,58.183,20.882,18.789
26.215,81.693,12.846,20.456
57.333,78.292,11.836,56.811
85.028,15.835,77.285,76.683
44.874,33.8,72.735,66.43
54.723,39.568,82.306,37.134
89.198,35.043,48.398,66.03
43.463,60.737,82.899,81.705
43.812,78.369,65.7,78.551
77.826,38.993,89.902,58.87
30.237,30.988,51.334,74.562
89.549,82.232,41.191,27.358
22.074,34.737,25.644,16.388
94.86,30.216,46.526,30.196
89.316,23.088,70.479,50.904
82.646,33.765,6.9081,26.608
35.764,87.595,46.716,95.801
29.763,71.062,84.19,78.039
14.314,1.9874,73.768,95.286
7.5959,32.053,39.699,13.31
72.767,36.879,3.6406,17.386
64.545,28.941,33.393,25.914
8.5445,61.675,67.444,34.219
83.455,68.36,65.861,13.708
14.954,71.862,77.693,21.003
23.319,27.204,83.773,78.578
68.633,29.185,79.493,61.207
24.011,83.479,46.935,96.95
59.807,11.126,45.527,14.687
46.721,6.9224,99.256,87.631
12.191,84.171,83.114,22.136
31.412,74.906,63.261,22.625
59.971,28.573,88.461,52.232
18.277,22.048,50.469,92.773
87.042,96.083,11.51,32.75
12.223,51.498,69.958,22.253
47.8,24.654,88.992,50.287
4.4567,77.683,53.744,33.305
92.067,63.765,48.814,35.731
86.716,78.057,44.225,88.586
85.59,41.919,83.977,19.586
8.2105,77.008,2.535,93.696
7.927,17.31,61.086,57.962
30.208,36.416,78.022,72.366
45.683,35.566,81.138,85.123
51.068,20.52,90.567,95.901
59.111,14.123,64.651,48.032
6.7155,79.87,6.4043,42.742
2.514,90.591,42.968,97.293
57.968,75.463,59.12,97.981
93.966,69.448,45.794,9.2791
4.4845,67.376,86.662,84.342
14.025,48.031,3.1459,31.387
50.366,48.177,87.591,94.157
57.232,79.892,43.01,47.694
61.761,55.123,21.171,6.7376
83.475,91.435,13.519,18.628
56.769,11.558,50.243,79.422
97.728,20.482,40.43,94.973
7.4707,40.865,56.02,8.0272
72.502,78.94,42.369,18.032
76.405,36.495,12.402,54.567
29.681,24.172,29.57,67.6
18.259,10.294,50.268,51.939
97.256,17.932,34.532,26.756
31.9,83.41,64.785,54.787
