20.191,0,0,14.458,0,0,0,0,0
0,0,27.53,36.541,0,0,0,0,0
0,0,38.916,12.031,0,0,0,0,0
0,0,0,25.747,0,15.334,0,0,0
25.666,39.949,0,0,0,0,0,0,0
0,0,25.517,0,0,0,0,0,6.5367
0,0,0,0,12.202,0,15.85,0,0
23.672,0,0,0,0,0,0,33.042,0
29.052,0,17.688,0,0,0,0,0,0
38.819,0,0,23.773,0,0,0,0,0
0,0,33.689,0,0,0,20.989,0,0
0,0,0,0,22.812,0,24.96,0,0
31.758,0,0,0,0,0,0,0,16.593
0,0,0,34.078,0,0,0,32.522,0
0,0,0,0,24.282,0,27.955,0,0
0,19.478,26.799,0,0,0,0,0,0
0,0,29.788,0,29.009,0,0,0,0
24.105,0,0,0,0,0,0,0,29.377
0,14.82,0,0,0,0,0,0,24.066
0,0,0,0,0,0,25.876,25.651,0
24.261,0,0,0,30.381,0,0,0,0
0,0,33.542,0,22.669,0,0,0,0
0,0,0,20.867,0,0,0,18.641,0
31.93,0,0,0,0,14.459,0,0,0
0,0,19.815,0,27.544,0,0,0,0
21.922,0,32.374,0,0,0,0,0,0
24.777,0,0,5.359,0,0,0,0,0
0,0,0,0,0,36.351,0,0,27.647
0,0,15.075,30.925,0,0,0,0,0
0,0,0,28.475,0,0,24.048,0,0
0,27.228,0,0,0,0,0,25.516,0
0,3.7491,0,0,16.876,0,0,0,0
0,0,0,0,0,0,0,20.876,20.94
0,0,0,40.468,0,0,0,24.16,0
0,37.372,0,0,0,23.762,0,0,0
27.964,0,0,0,0,0,0,26.437,0
0,0,0,36.439,0,0,0,0,32.152
0,0,21.047,0,0,23.083,0,0,0
0,0,0,34.821,0,0,0,29.742,0
0,0,0,0,0,31.154,0,12.684,0
0,35.979,0,0,0,0,0,0,23.443
0,24.73,0,22.009,0,0,0,0,0
0,0,0,26.384,0,0,28.436,0,0
0,13.661,0,0,29.032,0,0,0,0
20.682,25.916,0,0,0,0,0,0,0
0,0,0,0,0,0,30.144,25.955,0
30.617,0,0,0,0,0,20.646,0,0
0,0,21.726,0,0,21.242,0,0,0
0,0,26.802,0,0,0,0,0,31.858
0,0,0,25.378,0,0,0,0,23.57
32.784,0,22.112,0,0,0,0,0,0
0,0,12.609,0,0,0,0,24.188,0
0,0,24.176,0,0,0,0,41.06,0
0,0,0,21.562,0,19.303,0,0,0
0,0,0,0,0,0,19.638,11.147,0
39.715,0,0,0,0,0,0,26.19,0
0,0,39.847,0,22.585,0,0,0,0
0,0,0,27.723,0,0,0,19.203,0
0,0,0,0,0,0,25.76,10.158,0
0,0,0,19.442,0,0,0,30.376,0
0,0,21.211,0,32.086,0,0,0,0
26.044,0,0,33.543,0,0,0,0,0
0,0,0,0,0,6.6633,0,0,7.3809
0,0,0,0,0,9.8571,0,17.478,0
0,0,0,19.925,25.822,0,0,0,0
16.144,0,0,0,0,27.921,0,0,0
0,0,17.826,18.043,0,0,0,0,0
0,0,0,20.272,0,0,0,28.519,0
0,0,32.907,0,0,33.606,0,0,0
0,21.806,0,0,28.639,0,0,0,0
0,0,0,0,0,23.151,0,18.583,0
11.555,0,14.542,0,0,0,0,0,0
0,0,0,25.658,0,0,26.705,0,0
0,0,29.011,0,0,30.768,0,0,0
0,0,17.716,0,0,23.181,0,0,0
0,25.798,0,0,0,25.577,0,0,0
0,0,28.402,0,0,0,0,29.065,0
35.71,0,-2.98,0,0,0,0,0,0
28.86,0,0,0,0,0,0,16.843,0
16.475,0,0,0,0,0,21.882,0,0
0,0,25.999,0,0,0,28.726,0,0
0,0,0,0,0,0,0,13.01,20.761
0,0,0,0,0,37.81,0,17.284,0
0,13.443,0,0,0,0,27.668,0,0
0,25.327,0,19.572,0,0,0,0,0
16.162,0,0,0,0,0,0,11.503,0
0,0,0,19.593,0,0,0,0,38.753
0,0,0,31.785,0,25.378,0,0,0
0,0,0,0,29.303,0,17.546,0,0
37.273,0,0,0,32.566,0,0,0,0
0,0,0,22.12,0,0,0,0,46.096
0,0,0,0,0,31.547,0,0,31.656
0,0,0,0,0,17.243,0,0,23.578
0,0,0,36.188,0,0,0,0,32.811
18.938,0,0,0,0,0,0,0,12.519
0,0,0,0,22.618,0,18.975,0,0
0,0,0,0,35.718,0,0,22.569,0
20.647,0,0,0,0,0,27.269,0,0
27.803,0,0,0,0,27.744,0,0,0
22.631,0,0,0,0,0,0,33.098,0
